"","ICF_ID","Date","Start_Time","Station_Code","Habitat","Region","Latitude","Longitude","Start_Depth","Temperature","Conductivity","Turbidity","pH","Salinity","DO","Chl_a","Secchi","X2","NO3","NH4","PO4","DOC","End_Depth","End_Time","Microcystis_2017","Microcystis","Warp_Length","Warp_Angle","Tow_Time","Macrozooplankton_Volume","Mesozooplankton_Volume","Alienacanthomysis_macropsis","Americorophium_spinicorne","Americorophium_spp","Americorophium_stimpsoni","Ampelisca_abdita","Amphipod_UNID","Ampithoe_spp","Ampithoe_valida","Corophiidae_UNID","Crangonyx_spp","Cumacean_UNID","Deltamysis_holmquistae","Eogammarus_spp","Exopalaemon_spp","Gammarus_daiberi","Grandidierella_japonica","Hyalella_spp","Hyperacanthomysis_longirostris","Isopoda_UNID","Monocorophium_acherusicum","Mysid_UNID","Neomysis_kadiakensis","Neomysis_mercedes","Oedicerotidae_UNID","Orientomysis_aspera","Orientomysis_hwanhaiensis","Pleustidae_UNID","Shrimp_UNID_larvae","Sinocorophium_alienense","Tanaidacea_UNID"
"1273","ICF1298",2019-08-12,10:48:00,"20-03-CSS-03","Channel Surface","Cache Slough and Liberty Island",38.29551,-121.692773,23.3,23.1,249,1.91,7.8,0.12,6.7,3.52,150,76.25,0.029777311,0.022722586,0.227357668,5.716373744,19.9,11:00:00,NA,1,NA,NA,5,57.672,9.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1274","ICF1297",2019-08-12,11:02:00,"20-03-CSS-03","Channel Deep","Cache Slough and Liberty Island",38.29414,-121.692742,20.8,22.8,251,1.8,7.7,0.12,6.51,2.39,NA,76.25,NA,NA,NA,NA,21.2,11:14:00,NA,NA,50,20,5,54.169,10.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1275","ICF1300",2019-08-12,09:07:00,"20-03-LSR-01","Channel Surface","Lower Sacramento",38.069252,-121.777935,28.1,22.2,127,6.97,7.7,0.06,8,1.54,113,76.25,0.193608026,0.091779382,0.048920712,2.679288142,26.9,09:18:00,NA,3,NA,NA,5,58.427,7.992,0,0,0,0,0,0,0,0,0,0.017115463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1276","ICF1299",2019-08-12,09:36:00,"20-03-LSR-01","Channel Deep","Lower Sacramento",38.068979,-121.778021,29.2,22.2,129,8.79,7.6,0.06,7.89,1.83,NA,76.25,NA,NA,NA,NA,27.5,09:35:00,NA,NA,60,21,5,57.065,7.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017523753,0,0,0.035047507,0,0,0,0,0,0,0,0,0,0,0,0
"1277","ICF1302",2019-08-12,08:09:00,"20-03-LSR-02","Channel Surface","Lower Sacramento",38.065994,-121.833715,27.3,22.3,231,12.19,7.7,0.17,7.94,1.15,75,76.25,0.193167891,0.013248879,0.048094412,2.447804799,27.1,08:17:00,NA,1,NA,NA,5,60.342,8.299,0,0,0,0,0,0,0,0,0,0,0.016572186,0,0,0,0.016572186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278","ICF1301",2019-08-12,08:24:00,"20-03-LSR-02","Channel Deep","Lower Sacramento",38.065496,-121.834046,26.9,22.3,360,14.74,7.7,0.17,7.85,1.13,NA,76.25,NA,NA,NA,NA,25.9,08:31:00,NA,NA,60,20,5,59.334,8.046,0,0.016853658,0,0,0,0,0,0,0,0.016853658,0.050560974,0,0,0,0.033707316,0,0,0.808975584,0,0,0,0,0,0,0,0,0,0,0,0
"1279","ICF1305",2019-08-12,10:33:00,"20-03-RVV-01","Shoal","Lower Sacramento",38.082764,-121.726004,10,23,237,4.42,7.7,0.11,7.83,0.3,130,76.25,NA,NA,NA,NA,11.4,10:36:00,NA,4,NA,NA,5,62.395,10.332,0,0.016027028,0,0,0,0,0,0,0,0.016027028,0,0,0,0,2.195702833,0,0.08013514,0,0,0,0,0,0,0,0,0,0,0,0,0
"1280","ICF1304",2019-08-12,10:48:00,"20-03-RVV-01","Channel Surface","Lower Sacramento",38.081553,-121.72412,22.5,23.4,289,2.83,7.6,0.14,7.84,1.25,125,76.25,0.179107367,0.011463885,0.05470363,2.533094234,24.1,10:59:00,NA,5,NA,NA,5,66.695,9.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1281","ICF1303",2019-08-12,11:16:00,"20-03-RVV-01","Channel Deep","Lower Sacramento",38.081652,-121.72408,25.7,23.2,288,4.65,7.7,0.14,7.68,1.31,NA,76.25,NA,NA,NA,NA,37.9,11:19:00,NA,NA,50,28,5,59.118,8.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033830701,0,0.118407454,0,0,0,0,0,0,0,0,0,0,0,0,0
"1282","ICF1307",2019-08-14,07:55:00,"20-03-CFF-01","Channel Surface","Suisun Bay",38.054346,-121.868526,27.9,22.8,1924,13.42,7.7,0.98,7.66,0.23,60,75.9,0.184374819,0.001654395,0.05305162,2.698114625,30.7,08:06:00,NA,4,NA,NA,5,55.066,8.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054480507,0,0,0.090800845,0,0,0,0,0,0,0,0,0,0,0,0
"1283","ICF1306",2019-08-14,08:24:00,"20-03-CFF-01","Channel Deep","Suisun Bay",38.052698,-121.868067,29.6,22.8,2131,14.61,7.6,1.09,7.55,0.24,NA,75.9,NA,NA,NA,NA,30.3,08:35:00,NA,NA,60,24,5,48.027,5.808,0,0.16657401,0,0,0,0,0,0,0,0,0,0,0,0,0.999444059,0,0,111.1048646,0,0,0,1.998888118,0,0,0,0,0,0.33314802,0,0
"1284","ICF1310",2019-08-14,09:07:00,"20-03-SBM-01","Shoal","Suisun Bay",38.067317,-121.965805,7.1,22.9,4416,25.12,7.7,2.35,7.77,0.19,37,75.9,NA,NA,NA,NA,5.6,09:06:00,NA,2,NA,NA,5,72.805,8.91,0,0.054941131,0,0,0,0.027470565,0,0,0,0,0.054941131,0,0,0,0.013735283,0,0,0.151088109,0,0,0,0.013735283,0,0,0,0,0,0.151088109,0,0
"1285","ICF1309",2019-08-14,09:21:00,"20-03-SBM-01","Channel Surface","Suisun Bay",38.063338,-121.969924,19.3,22.9,3027,14.81,7.6,1.58,7.72,0.15,55,75.9,0.187010906,0.014141544,0.05470363,2.744625627,19.9,09:26:00,NA,3,NA,NA,5,59.994,8.188,0,0.033336768,0,0,0,0,0,0,0,0,0.066673535,0,0,0,0.100010303,0,0,0.850087576,0,0,0,0,0,0,0,0,0,0.083341919,0,0
"1286","ICF1308",2019-08-14,09:36:00,"20-03-SBM-01","Channel Deep","Suisun Bay",38.063356,-121.969956,19.9,22.9,3094,22.82,7.7,1.62,7.7,0.19,NA,75.9,NA,NA,NA,NA,21,09:45:00,NA,NA,40,22,5,56.749,6.026,0,0.17621518,0,0.458159468,0,0,0,0,0,0,0.17621518,0,0,0,0.299565806,0,0,19.54226345,0,0,0,0.44053795,0,0,0,0,0,0.123350626,0,0
"1287","ICF1313",2019-08-14,10:33:00,"20-03-SBW-01","Shoal","Suisun Bay",38.08309,-122.063331,4.4,22.7,6723,24.7,7.7,3.69,7.83,1,41,75.9,NA,NA,NA,NA,6.5,10:42:00,NA,4,NA,NA,5,71.043,10.098,0,0.112608174,0,0.042228065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070380109,0,0,0,0,0,0,0,0,0,0.098532152,0,0
"1288","ICF1312",2019-08-14,11:02:00,"20-03-SBW-01","Channel Surface","Suisun Bay",38.082488,-122.05964,21,22.9,7630,19.95,7.7,4.22,7.83,1,50,75.9,0.169466714,0.011463885,0.058832771,2.838748558,20.6,11:02:00,NA,5,NA,NA,5,56.337,7.111,0.03550052,0,0,0,0,0,0,0,0.01775026,0.01775026,0,0,0,0,0.03550052,0,0,0.159752339,0,0,0,0,0,0,0,0,0,2.130031182,0,0
"1289","ICF1311",2019-08-14,11:16:00,"20-03-SBW-01","Channel Deep","Suisun Bay",38.08249,-122.06015,21.8,22.8,7871,24.32,7.7,4.37,7.78,0.96,NA,75.9,NA,NA,NA,NA,23.1,11:21:00,NA,NA,40,24,5,63.582,8.534,0,0.094366627,0,0.015727771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393194279,0,0,0,0.55047199,0,0,0,0,0,0.471833135,0,0
"1290","ICF1315",2019-08-14,08:52:00,"20-03-SMM-01","Channel Surface","Suisun Marsh",38.180848,-121.921215,20.1,23.3,5754,18.62,7.5,3.12,6.04,11.17,30,75.9,0.121580711,0.001654395,0.03652072,8.270929135,10.4,08:55:00,NA,1,NA,NA,5,59.002,9.259,0,0.016948625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050845875,0,0,0,0,0,0,0,0,0,0.03389725,0,0
"1291","ICF1314",2019-08-14,09:07:00,"20-03-SMM-01","Channel Deep","Suisun Marsh",38.180641,-121.920998,20,23.3,5758,19.68,7.5,3.12,6.01,10.77,NA,75.9,NA,NA,NA,NA,20.5,09:09:00,NA,NA,50,19,5,61.862,11.44,0,0,0,0.016165091,0,0,0,0,0,0,0,0,0,0,0.064660363,0,0,19.30111846,0,0,0,0.242476363,0,0,0,0,0,0.048495273,0,0
"1292","ICF1317",2019-08-14,12:14:00,"20-03-SMM-02","Channel Surface","Suisun Marsh",38.183189,-122.055112,31.2,24.2,7890,25.6,7.7,4.36,6.47,4.47,35,75.9,0.651239565,0.011463885,0.287294972,11.0524685,21.4,12:26:00,NA,1,NA,NA,5,60.537,7.19,0,0,0,0,0,0.033037484,0,0,0,0,0.132149934,0,0,0,0,0,0,0.099112451,0,0,0,0.016518742,0,0,0,0,0,0.033037484,0,0
"1293","ICF1316",2019-08-14,12:28:00,"20-03-SMM-02","Channel Deep","Suisun Marsh",38.183189,-122.055428,34.7,23.4,7877,66.46,7.7,4.37,6.25,4.93,NA,75.9,NA,NA,NA,NA,20,12:40:00,NA,NA,60,20,5,60.105,2.589,0,0.366028557,0,0,0,0,0,0,0,0,1.031535024,0,0,0,1.630490844,0,0,133.7667999,0,0,0,1.863418108,0,0,0,0,0,0,0.016637662,0
"1294","ICF1319",2019-08-14,10:48:00,"20-03-SMM-03","Channel Surface","Suisun Marsh",38.171057,-122.019211,27.9,23.7,7184,18.11,7.6,3.98,6.46,4.9,46,75.9,0.173846207,0.060713888,0.05470363,7.272591065,27.1,10:46:00,NA,2,NA,NA,5,58.691,9.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051115578,0,0,0,0,0,0,0,0,0,0.017038526,0,0
"1295","ICF1318",2019-08-14,11:02:00,"20-03-SMM-03","Channel Deep","Suisun Marsh",38.170902,-122.019366,26.9,23.4,7766,26.43,7.5,4.29,6.33,5.81,NA,75.9,NA,NA,NA,NA,20.1,11:01:00,NA,NA,65,20,5,70.236,12.724,0,0.014237814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.20851279,0,0,0.042713443,0.754604153,0,0,0,0,0,0.042713443,0,0
"1296","ICF1321",2019-08-16,11:16:00,"20-03-LSC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.21518,-121.669532,42.3,23.4,148,0,7.3,0.07,7.33,0.57,135,75.81,0.13458809,0.060713888,0.066262199,2.838748558,44.9,11:18:00,NA,1,NA,NA,5,49.156,8.032,0,0,0,0,0,0,0,0,0,0.020343444,0,0,0,0,0.020343444,0,0.284808216,0.020343444,0,0,0,0,0,0,0,0,0,0,0,0
"1297","ICF1320",2019-08-16,11:31:00,"20-03-LSC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.214482,-121.66916,55.3,23.3,148,0,7.3,0.07,7.2,0.67,NA,75.81,NA,NA,NA,NA,54.9,11:32:00,NA,NA,100,24,5,49.52,8.507,0,0.060581583,0,0,0,0,0,0,0,0.080775444,0,0,0,0,0.100969305,0,2.2819063,0.060581583,0,0,0,0,0,0,0,0,0,0,0,0
"1298","ICF1323",2019-08-16,08:38:00,"20-03-LSC-02","Channel Surface","Sacramento Deep Water Ship Channel",38.411326,-121.612369,37.6,24.8,600,13.71,8.5,0.29,8.02,2.82,37,75.81,0.026971749,0.031123375,0.123910692,3.91224329,33,08:41:00,NA,1,NA,NA,5,54.517,9.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036685932,0,0,0,0,0,0,0,0,0,0,0,0
"1299","ICF1322",2019-08-16,08:52:00,"20-03-LSC-02","Channel Deep","Sacramento Deep Water Ship Channel",38.410324,-121.612946,38.2,24.8,592,22.9,8.5,0.29,7.91,2.78,NA,75.81,NA,NA,NA,NA,36,08:57:00,NA,NA,100,20,5,48.09,7.678,0,0.332709503,0,0,0,0,0,0,0,0,0,0,0,0,0.332709503,0,0,171.3453941,0,0,0,0,0,0,0,0,0,0,0,0
"1300","ICF1325",2019-08-16,09:50:00,"20-03-LSC-03","Channel Surface","Sacramento Deep Water Ship Channel",38.24711,-121.669733,34.5,23.5,158,1.75,7.3,0.07,7.69,0.51,150,75.81,0.122446646,0.048145494,0.067912638,3.028075483,37,10:00:00,NA,1,NA,NA,5,54.406,9.13,0,0.055140973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183803244,0,0,0,0,0,0,0,0,0,0,0,0
"1301","ICF1324",2019-08-16,10:04:00,"20-03-LSC-03","Channel Deep","Sacramento Deep Water Ship Channel",38.246308,-121.669859,37,23.4,157,2.61,7.3,0.07,7.59,0.53,NA,75.81,NA,NA,NA,NA,37,10:14:00,NA,NA,90,19,5,49.969,8.901,0,0,0,0,0,0.020012608,0,0,0,0,0,0,0,0,0.020012608,0,0,0.080050432,0,0,0,0,0,0,0,0,0,0,0,0
"1302","ICF1328",2019-08-19,10:33:00,"20-04-LSC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.229506,-121.673614,38.3,22,143,2.09,7.4,0.07,7.88,0.75,140,75.71,0.14502231,0.074204297,0.062960733,3.167557079,36.6,10:37:00,NA,2,NA,NA,5,54.026,9.77,0,0.018509574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037019147,0.148076589,0,0,0,0,0,0,0,0,0,0,0,0
"1303","ICF1327",2019-08-19,10:48:00,"20-04-LSC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.229619,-121.673998,38.5,22.1,144,3.15,7.4,0.07,7.77,0.8,NA,75.71,NA,NA,NA,NA,37.8,10:51:00,NA,NA,100,20,5,57.028,9.44,0,0.017535123,0,0,0,0,0,0,0,0.017535123,0,0,0,0,0.12274586,0,0.85922102,0.070140491,0,0,0.035070246,0,0,0,0,0,0,0,0,0
"1304","ICF1330",2019-08-19,08:24:00,"20-04-LSC-02","Channel Surface","Sacramento Deep Water Ship Channel",38.414214,-121.610959,34.1,23.5,565,12.5,8.2,0.27,7.97,2.53,52,75.71,0.023164102,0.00521992,0.112400241,3.471915034,30.9,08:23:00,NA,1,NA,NA,5,53.477,9.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056098527,0,0,0,0,0,0,0,0,0,0,0,0,0
"1305","ICF1329",2019-08-19,08:38:00,"20-04-LSC-02","Channel Deep","Sacramento Deep Water Ship Channel",38.414908,-121.610996,39.4,23.5,570,13.75,8.2,0.28,7.86,2.69,NA,75.71,NA,NA,NA,NA,39.4,08:40:00,NA,NA,100,20,5,58.912,10.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.559189,0,0,0,0,0,0,0,0,0,3.259092784,0,0
"1306","ICF1332",2019-08-19,09:21:00,"20-04-LSC-03","Channel Surface","Sacramento Deep Water Ship Channel",38.259612,-121.665874,39.2,22.1,148,1.74,7.5,0.07,7.88,0.72,210,75.71,0.126778943,0.076905392,0.070387903,3.09117666,37.8,09:29:00,NA,1,NA,NA,5,57.646,10.077,0,0.017347325,0,0,0,0,0,0,0.017347325,0,0,0,0,0,0,0,0,3.712327526,0,0,0,0,0,0,0,0,0,0,0,0
"1307","ICF1331",2019-08-19,09:50:00,"20-04-LSC-03","Channel Deep","Sacramento Deep Water Ship Channel",38.259198,-121.666334,39.5,22.1,147,2.75,7.5,0.07,7.72,0.65,NA,75.71,NA,NA,NA,NA,38.3,09:49:00,NA,NA,100,20,5,50.955,9.282,0,0.019625082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608377555,0,0,0.608377555,0,0,0,0,0,0,0.058875247,0,0
"1308","ICF1334",2019-08-19,08:24:00,"20-04-SMM-01","Shoal","Suisun Marsh",38.173069,-121.94661,5.1,22.6,5994,26.51,7.5,3.26,6.85,2.23,30,75.71,NA,NA,NA,NA,6.6,08:25:00,NA,1,NA,NA,5,71.449,9.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.89540806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1309","ICF1333",2019-08-19,08:52:00,"20-04-SMM-01","Channel Surface","Suisun Marsh",38.175057,-121.948535,35,22.5,6016,21.44,7.5,3.27,6.7,2.3,41,75.71,0.009654546,0.03022859,0.015001188,13.34537824,34.3,08:51:00,NA,1,NA,NA,5,61.128,8.39,0,0.032718088,0,0,0,0,0,0,0,0,0,0,0,0,0.261744704,0,0,0.359898967,0,0,0,0.032718088,0,0,0,0,0,0.032718088,0,0
"1310","ICF1326",2019-08-19,09:07:00,"20-04-SMM-01","Channel Deep","Suisun Marsh",38.174023,-121.948317,31.5,22.6,6027,55.95,0.5,3.28,6.65,2.3,NA,75.71,NA,NA,NA,NA,34.6,09:11:00,NA,NA,80,20,5,65.249,8.659,0,0.245213734,0,0,0,0,0,0,0,0,0.061303434,0,0,0,0.245213734,0,0,50.33011899,0,0,0,1.287372106,0,0,0,0,0,0.122606867,0,0
"1311","ICF1336",2019-08-19,12:00:00,"20-04-SMM-02","Channel Surface","Suisun Marsh",38.14616,-122.05946,29.6,23.8,7772,15.04,7.6,4.3,6.98,1.22,46,75.71,0.168591339,0.073304155,0.084406222,4.314789142,30.1,11:58:00,NA,3,NA,NA,5,56.189,8.166,0,0.017796932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124578521,0,0,0,0,0,0,0,0,0,0.195766247,0,0
"1312","ICF1335",2019-08-19,12:14:00,"20-04-SMM-02","Channel Deep","Suisun Marsh",38.146365,-122.059166,29.3,23.3,7829,38.92,7.6,4.39,6.83,1.33,NA,75.71,NA,NA,NA,NA,30.2,12:14:00,NA,NA,60,22,5,57.604,8.944,0,0.694401044,0,0.277760418,0,0.138880209,0,0,0,0,0,0,0,0,0.277760418,0,0,110.6875265,0,0,0,8.193932324,0,0,0,0,0,0,0,0
"1313","ICF1338",2019-08-19,10:48:00,"20-04-SMM-03","Channel Surface","Suisun Marsh",38.159532,-122.049193,20.8,23.5,7744,22.11,7.6,4.28,6.92,1.27,36,75.71,0.171217986,0.081409449,0.081109076,4.586749326,20.3,10:52:00,NA,4,NA,NA,5,59.266,8.891,0,0,0,0.016873177,0,0.016873177,0,0,0,0,0.033746354,0,0,0,0,0,0,0.269970832,0,0,0,0,0,0,0,0,0,0.523068488,0,0
"1314","ICF1337",2019-08-19,11:02:00,"20-04-SMM-03","Channel Deep","Suisun Marsh",38.159679,-122.049235,21.2,23.4,7617,93.4,7.6,4.19,6.86,1.36,NA,75.71,NA,NA,NA,NA,20.3,11:09:00,NA,NA,50,20,5,56.443,8.721,0,0.070868332,0,0,0,0.070868332,0,0,0,0,0,0,0,0,0,0,0,104.5307896,0,0,0,4.960783237,0,0,0,0,0,0,0,0
"1315","ICF1340",2019-08-20,08:09:00,"20-04-LSR-01","Channel Surface","Lower Sacramento",38.064972,-121.827146,32.5,22.4,1253,11.87,7.6,0.62,8.01,1.74,65,75.66,0.210806475,0.024862224,0.05800706,2.95832754,33,08:08:00,NA,5,NA,NA,5,66.199,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045317916,0,0.015105972,0.030211944,0,0,0,0,0,0,0,0,0,0.015105972,0,0
"1316","ICF1339",2019-08-20,08:38:00,"20-04-LSR-01","Channel Deep","Lower Sacramento",38.064989,-121.826194,31.5,22.4,1214,11.53,7.6,0.6,7.93,1.82,NA,75.66,NA,NA,NA,NA,31.8,08:38:00,NA,NA,90,15,5,67.043,11.898,0,0.029831512,0,0.044747267,0,0,0,0,0,0,0,0,0,0,0.477304186,0,0,2.297026395,0,0,0,0.119326046,0,0,0,0,0,0.104410291,0,0
"1317","ICF1342",2019-08-20,10:48:00,"20-04-RVV-01","Channel Surface","Lower Sacramento",38.166144,-121.678798,33.7,21.9,136,1.98,7.4,0.06,7.88,0.55,210,75.66,0.160720838,0.144759197,0.049747011,2.96939896,35,10:56:00,NA,2,NA,NA,5,56.501,9.953,0,0,0,0,0,0.017698872,0,0,0,0,0,0,0,0,1.292017677,0,0.460170679,0,0,0,0,0,0,0,0,0,0,0,0,0
"1318","ICF1341",2019-08-20,11:16:00,"20-04-RVV-01","Channel Deep","Lower Sacramento",38.165424,-121.679096,33.9,21.8,136,3.09,7.4,0.06,7.77,0.73,NA,75.66,NA,NA,NA,NA,33.8,11:15:00,NA,NA,90,17,5,NA,11.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","ICF1344",2019-08-20,09:07:00,"20-04-RVV-02","Channel Surface","Lower Sacramento",38.091535,-121.728277,20.8,22.3,166,4.07,7.6,0.08,8.05,1.89,100,75.66,0.22674107,0.024452714,0.033212183,3.672188385,18.8,09:15:00,NA,5,NA,NA,5,NA,10.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","ICF1343",2019-08-20,09:36:00,"20-04-RVV-02","Channel Deep","Lower Sacramento",38.094216,-121.735261,34.5,22.2,140,10.43,7.5,0.07,7.88,4.21,NA,75.66,NA,NA,NA,NA,35.5,09:38:00,NA,NA,100,18,5,53.831,9.103,0,0,0,0,0,0.055730073,0,0,0,0,0,0,0,0,6.371805041,0,0.055730073,0,0,0,0,0,0,0,0,0,0,0,0,0
"1321","ICF1345",2019-08-21,11:16:00,"20-04-CSS-01","Channel Surface","Cache Slough and Liberty Island",38.416365,-121.614113,15.1,24,227,26.98,8,0.11,7.78,11.88,33,75.58,0.0046,0.001654395,0.21891279,4.909469594,13.1,11:21:00,NA,1,NA,NA,5,57.345,9.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1322","ICF1346",2019-08-21,08:24:00,"20-04-CSS-03","Channel Surface","Cache Slough and Liberty Island",38.281816,-121.713536,15.9,21.6,159,0.63,7.8,0.07,7.96,0.92,310,75.58,0.066524455,0.020393321,0.109109773,3.50511223,18,08:28:00,NA,1,NA,NA,5,58.02,9.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1323","ICF1348",2019-08-21,09:36:00,"20-04-CSS-04","Channel Surface","Cache Slough and Liberty Island",38.23495,-121.67819,24.6,21.7,135,2.07,7.5,0.06,7.91,0.46,235,75.58,0.133719707,0.09584118,0.046441617,2.70365176,43,09:39:00,NA,1,NA,NA,5,59.909,10.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016691873,0,0,0,0,0,0,0,0,0,0,0.016691873,0,0
"1324","ICF1347",2019-08-21,09:50:00,"20-04-CSS-04","Channel Deep","Cache Slough and Liberty Island",38.235121,-121.677873,44.3,21.7,135,2.11,7.4,0.06,7.86,0.7,NA,75.58,NA,NA,NA,NA,41.7,09:56:00,NA,NA,100,17,5,62.954,11.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1325","ICF1351",2019-08-21,07:55:00,"20-04-SBM-01","Shoal","Suisun Bay",38.068826,-122.045991,10.3,21.5,7318,9.86,7.7,4.06,7.94,0.8,70,75.58,NA,NA,NA,NA,7.3,08:02:00,NA,4,NA,NA,5,58.696,8.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20444393,0,0,0,0.017036994,0,0,0,0,0,0.255554912,0,0
"1326","ICF1350",2019-08-21,08:24:00,"20-04-SBM-01","Channel Surface","Suisun Bay",38.067451,-122.048056,35.7,21.5,7475,7.1,7.8,4.13,7.99,0.93,74,75.58,0.183496474,0.028439355,0.067912638,2.833212155,29,08:33:00,NA,4,NA,NA,5,44.745,6.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022349001,0,0,0,0,0,0,0.044698001,0,0,0,0,0,0.044698001,0,0
"1327","ICF1349",2019-08-21,08:52:00,"20-04-SBM-01","Channel Deep","Suisun Bay",38.067138,-122.047745,34.3,21.7,12074,16.11,7.6,6.9,7.24,0.73,NA,75.58,NA,NA,NA,NA,32.7,08:52:00,NA,NA,60,25,5,60.374,NA,0,0,0,0.066254015,0,0,0,0,0,0,0,NA,0,0,0,0,0,4.670908028,0.033127007,0,0,0.331270073,0,0,0,0,0,0,0.016563504,0
"1328","ICF1354",2019-08-21,09:50:00,"20-04-SBM-02","Shoal","Suisun Bay",38.089793,-122.062795,7.7,21.3,9514,10,7.8,5.35,8.17,1.09,68,75.58,NA,NA,NA,NA,7.3,09:50:00,NA,3,NA,NA,5,65.471,9.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015273985,0,0,0,0,0,0,0,0,0,0,0,0,0.030547969,0,0
"1329","ICF1353",2019-08-21,10:04:00,"20-04-SBM-02","Channel Surface","Suisun Bay",38.09226,-122.066799,24.3,21.4,8160,24.9,7.8,4.54,8.07,1.01,32,75.58,0.175599227,0.029333917,0.071212926,2.754591994,17.5,10:12:00,NA,3,NA,NA,5,59.904,8.545,0.016693343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133546745,0,0,0,0,0,0,0,0,0,0.400640235,0,0
"1330","ICF1352",2019-08-21,10:33:00,"20-04-SBM-02","Channel Deep","Suisun Bay",38.092617,-122.066972,30.5,21.5,14920,37.91,7.7,8.61,7.37,0.81,NA,75.58,NA,NA,NA,NA,30.1,10:33:00,NA,NA,60,25,5,58.881,8.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.927259449,0.050950654,0,0,0.084917757,0,0,0,0,0.033967103,0.220786169,0.016983551,0
"1331","ICF1356",2019-08-21,11:02:00,"20-04-SBW-02","Channel Surface","Suisun Bay",38.046632,-122.098565,31.7,22.2,8899,4.53,7.8,4.98,8.12,1.19,90,75.58,0.18876917,0.063409961,0.071212926,2.700329483,46.6,11:11:00,NA,4,NA,NA,5,74.842,11.348,0,0,0,0,0,0,0,0,0,0.026723001,0,0,0,0,0,0,0,0.026723001,0.026723001,0,0,0,0.013361501,0,0,0,0,0.080169004,0,0
"1332","ICF1355",2019-08-21,11:31:00,"20-04-SBW-02","Channel Deep","Suisun Bay",38.046186,-122.098746,55.8,21.9,11576,15.11,7.7,6.59,7.68,0.97,NA,75.58,NA,NA,NA,NA,43.9,11:31:00,NA,NA,80,25,5,34.946,4.372,0,0,0,0,0,0.028615333,0,0,0,0,0,0,0,0,0,0.028615333,0.028615333,7.211063832,0,0,0,0.371999325,0,0,0,0,0,1.115997974,0,0
