Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
STN,2014,4,7,7/15/2014,919,6:33,10,Mokelumne River,4,5.5,183,0.08,179,0.08,23.8,23.7,145,4.3,1,11112,N,3.4,0,0,0,0,0,3422.9,0,0,0,3422.9,7.4,0,0,0,0,0,0,14.8,22.2,0,0,0,17929.5,0,0,0,7.4,0,17936.9,0,0,111.1,111.1,0,14.8,2763.5,0,2778.3,1444.7,14.8,1904.1,200,3563.7,0,0,1170.6,0,0,0,1170.6,0,0,44.5,0
STN,2014,4,7,7/16/2014,501,11:12,10,Suisun Bay,2,6.7,20021,11.92,21480,12.87,20.9,20.6,35,51.5,2,8183,N,2.5,214.1,0,0,0,0,38.2,76.5,0,206.4,535.2,0,0,0,61.2,695.8,0,0,0,757,7.6,0,0,99.4,0,260,0,0,206.4,565.8,7.6,0,0,7.6,0,351.7,0,0,351.7,0,0,0,7.6,7.6,0,0,0,0,0,0,0,695.8,0,22.9,0
STN,2014,4,7,7/16/2014,504,12:11,10,Suisun Bay,2,6.7,17972,10.59,19033,11.28,21.4,21.3,20,57.4,2,7370,N,2.2,865.9,0,0,0,0,8.5,8.5,0,34,916.9,0,0,0,101.9,348.1,0,0,0,450,0,0,0,34,0,585.8,0,0,101.9,721.6,8.5,8.5,0,17,0,212.2,0,0,212.2,0,0,0,8.5,8.5,0,0,0,0,0,0,0,1536.6,8.5,8.5,0
STN,2014,4,7,7/16/2014,508,13:10,10,Suisun Bay,2,15.2,10650,6.01,10900,6.16,21.6,22,37,27.6,2,6440,N,2,1195.6,0,0,0,0,129.8,0,0,0,1325.4,0,0,0,37.1,9.3,0,0,0,46.3,0,0,0,37.1,0,1260.5,0,0,37.1,1334.6,0,0,0,0,0,83.4,0,0,83.4,0,0,0,0,0,0,0,0,0,0,0,0,157.6,0,0,0
STN,2014,4,7,7/16/2014,513,8:44,10,Suisun Bay,2,9.1,15197,8.83,15560,9.06,21.2,20.9,37,27.2,2,6963,N,2.1,1303,0,0,0,0,62.9,0,0,27,1392.8,0,0,0,80.9,314.5,0,0,0,395.4,0,9,0,0,0,1707.3,0,0,89.9,1806.2,0,0,9,9,0,260.6,0,0,260.6,0,0,0,0,0,0,0,0,0,0,0,0,476.3,0,0,0
STN,2014,4,7,7/16/2014,519,10:07,10,Suisun Bay (Honker),2,1.8,17419,10.24,18166,10.72,21,20.8,26,54.9,2,5310,N,1.6,176.7,0,0,0,11.8,11.8,0,0,23.6,223.9,0,0,0,47.1,165,0,0,0,212.1,0,0,0,58.9,0,271,0,0,165,494.9,0,0,0,0,0,188.5,0,0,188.5,0,0,0,0,0,0,0,0,0,0,0,0,1154.8,0,0,0
STN,2014,4,7,7/16/2014,520,14:05,10,Suisun Bay,2,11.6,5179,2.76,5492,2.94,22.1,22.7,35,19.2,3,6917,N,2.1,558.2,0,0,0,0,341.6,0,0,0,899.8,0,0,0,16.7,0,0,0,0,16.7,0,0,0,33.3,0,391.6,0,0,8.3,433.2,0,0,0,0,0,0,0,0,0,0,0,8.3,33.3,41.7,0,0,0,0,0,0,0,25,8.3,0,8.3
STN,2014,4,7,7/16/2014,801,7:50,10,Lower San Joaquin,4,6.7,11410,6.47,12464,7.12,21.1,20.9,50,24.6,2,7673,N,2.3,1019.3,0,0,0,0,24.5,0,0,32.6,1076.4,0,0,0,40.8,24.5,0,0,0,65.2,8.2,0,0,24.5,0,782.8,0,0,40.8,848.1,0,0,0,0,0,81.5,0,0,81.5,0,0,0,0,0,0,0,0,0,0,0,0,163.1,0,0,0
STN,2014,4,7,7/16/2014,804,6:42,10,Lower San Joaquin,4,9.8,6427,3.49,6581,3.58,21.5,21.3,42,17.2,2,7323,N,2.2,854.4,0,0,0,0,326,0,0,0,1180.4,0,0,0,236.1,11.2,0,0,0,247.3,11.2,0,0,168.6,0,449.7,0,0,0,618.3,0,0,0,0,0,67.5,11.2,0,78.7,0,0,11.2,11.2,22.5,0,0,0,0,0,0,0,78.7,0,11.2,0
STN,2014,4,7,7/17/2014,411,13:01,10,Suisun Bay,2,4,23044,13.89,23041,13.89,21.3,21.7,27,97.3,1,10260,N,3.1,48.8,0,0,0,0,6.1,176.9,0,6.1,237.8,0,0,0,30.5,311,0,0,0,341.5,12.2,0,0,18.3,0,85.4,6.1,0,140.3,250,12.2,0,0,12.2,0,176.9,0,0,176.9,0,0,0,0,0,0,0,0,0,0,0,0,1414.8,0,0,0
STN,2014,4,7,7/17/2014,418,12:04,10,Suisun Bay (Mothball),2,9.8,23860,14.43,25180,15.31,21,21.3,22,60.2,1,11440,N,3.5,43.8,0,0,0,0,10.9,142.2,0,98.4,295.3,0,0,0,27.3,776.6,0,0,0,804,16.4,0,5.5,65.6,0,76.6,0,0,180.5,328.2,10.9,5.5,0,16.4,0,153.1,0,0,153.1,0,0,0,0,0,0,0,0,0,0,0,0,809.5,0,0,0
STN,2014,4,7,7/17/2014,602,11:00,10,Suisun Bay (Grizzly),2,1.2,21443,12.84,21461,12.85,20.5,20.7,15,119,1,11081,N,3.4,107.3,0,0,0,0,11.3,5.6,0,0,124.2,0,0,0,33.9,367,0,0,0,400.9,0,0,0,16.9,0,152.5,0,0,271,440.4,0,0,0,0,0,152.5,0,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,248.4,0,0,0
STN,2014,4,7,7/17/2014,606,9:55,10,Suisun Bay (Mont. Sl.),2,7.3,19684,11.7,19851,11.81,21.6,21.6,29,62.3,1,11583,N,3.5,153.5,0,0,0,0,3.4,6.8,0,75.1,238.8,0,0,0,34.1,214.9,0,0,0,249.1,3.4,0,0,6.8,0,136.5,3.4,0,344.6,491.3,0,3.4,0,3.4,0,88.7,0,0,88.7,0,0,0,0,0,0,0,0,0,0,0,0,71.6,0,0,3.4
STN,2014,4,7,7/17/2014,609,8:36,10,Suisun Bay (Mont. Sl.),4,9.8,16847,9.88,16846,9.88,21.2,21.1,37,29.9,1,8503,N,2.6,453.1,0,0,0,0,29,0,0,122,604.2,0,0,0,98.8,34.9,0,0,0,133.6,11.6,0,0,11.6,0,191.7,0,0,209.1,412.5,0,0,0,0,0,92.9,5.8,0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,720.4,11.6,52.3,0
STN,2014,4,7,7/17/2014,610,7:28,10,Suisun Bay (Mont. Sl.),4,5.2,14723,8.53,14617,8.47,21.3,21.1,34,38.8,2,11513,N,3.5,163,0,0,0,0,27.2,0,0,38,228.3,0,0,0,657.6,5.4,0,0,0,663,43.5,0,0,0,0,81.5,0,0,59.8,141.3,16.3,0,0,16.3,0,54.3,0,0,54.3,0,0,0,0,0,0,0,0,0,0,0,0,347.8,0,108.7,5.4
STN,2014,4,7,7/18/2014,323,7:33,10,San Pablo Bay,4,4,41622,26.66,41857,26.83,19.8,19.7,62,21.3,1,9173,N,2.8,0,336,0,0,90.5,0,51.7,0,12.9,491.1,0,0,0,0,1434.6,0,0,0,1434.6,598.8,0,25.8,1400.1,0,0,564.3,0,0,1990.3,0,8.6,0,8.6,0,17.2,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,116.3,12.9,0,0
STN,2014,4,7,7/18/2014,340,8:40,10,Napa River,2,4.6,36001,22.69,37771,23.94,20.1,19.9,56,13.2,1,10038,N,3,3.3,32.8,0,0,13.1,3.3,65.6,0,78.7,196.8,0,0,0,0,643,0,0,0,643,164,0,3.3,426.5,0,0,88.6,0,36.1,554.4,0,0,0,0,0,39.4,0,0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,383.8,26.2,0,0
STN,2014,4,7,7/18/2014,405,9:53,10,Suisun Bay (Carquinez St.),2,5.2,31872,19.84,34751,21.82,20.2,20,66,16.8,1,9764,N,3,0,6.4,0,0,0,6.4,51.3,0,64.1,128.2,0,0,0,0,621.6,0,0,0,621.6,141,0,0,153.8,0,0,25.6,0,76.9,256.3,0,19.2,0,19.2,0,12.8,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,724.1,0,0,0
STN,2014,5,7,7/28/2014,713,7:41,10,Cache Slough,2,12.2,192,0.08,185,0.08,23.3,23.1,100,9.8,2,14245,N,4.3,69.4,0,0,0,0,631.9,0,3.9,0,705.1,0,0,0,0,0,0,0,3.9,3.9,0,0,0,3648.7,3.9,0,0,0,0,3652.6,0,0,7.7,7.7,0,0,181.1,0,181.1,3.9,0,7.7,27,38.5,0,0,181.1,0,0,0,181.1,0,0,3.9,0
STN,2014,5,7,7/28/2014,716,8:16,10,Cache Slough,2,17.7,170,0.07,170,0.07,22.9,22.8,109,8.4,2,11852,N,3.6,41.7,0,0,0,0,555.7,0,9.3,0,606.6,4.6,0,0,0,0,0,0,0,4.6,0,0,0,5135.6,4.6,4.6,0,0,0,5144.9,0,0,4.6,4.6,0,0,291.7,0,291.7,4.6,0,41.7,50.9,97.2,0,0,301,0,0,0,301,0,0,0,0
STN,2014,5,7,7/28/2014,719,10:14,10,Sac. Deep Water Channel,2,10.4,395,0.18,395,0.18,23.5,23,57,19.8,2,13251,N,4,0,0,4.1,0,0,1192.9,0,521.9,0,1718.9,0,0,4.1,0,0,0,0,4.1,8.3,0,0,0,3495.8,248.5,0,0,0,0,3744.3,0,0,4.1,4.1,0,0,306.5,8.3,314.8,0,0,588.2,0,588.2,0,0,62.1,0,0,0,62.1,0,0,8.3,0
STN,2014,5,7,7/28/2014,721,8:51,10,Cache Slough,2,2.7,175,0.07,179,0.08,22.8,22.5,86,11.7,2,13304,N,4,9.9,0,0,0,0,183.2,0,29.7,0,222.8,0,0,0,0,0,0,0,0,0,0,0,0,23099.3,39.6,0,0,0,0,23138.9,0,0,19.8,19.8,0,0,683.2,0,683.2,5,0,54.5,14.9,74.3,0,0,841.6,0,0,0,841.6,0,0,0,0
STN,2014,5,7,7/28/2014,723,9:29,10,Sac. Deep Water Channel,2,11.3,168,0.07,168,0.07,23.4,23.2,107,9.6,2,12550,N,3.8,19.5,0,0,0,0,1115.9,0,29.2,0,1164.7,9.7,0,0,0,0,0,0,9.7,19.5,9.7,0,0,5735.7,19.5,0,0,0,0,5755.2,0,0,4.9,4.9,0,0,214.4,0,214.4,9.7,0,29.2,24.4,63.4,0,0,277.8,0,0,0,277.8,0,0,9.7,0
STN,2014,5,7,7/28/2014,795,12:23,10,Sac. Deep Water Channel,2,11,1188,0.57,1158,0.55,25.2,25.3,92,9.2,1,13670,N,4.2,0,0,30.8,0,0,7.7,0,277.5,0,316.1,0,0,0,0,0,0,0,3.9,3.9,0,0,0,96.4,809.4,0,0,188.9,0,1094.6,0,0,23.1,23.1,0,0,19.3,3.9,23.1,161.9,11.6,1564.9,7.7,1746,0,0,27,46.3,0,0,73.2,0,0,7.7,0
STN,2014,5,7,7/28/2014,796,11:44,10,Sac. Deep Water Channel,2,10.1,1007,0.48,962,0.45,24.3,24.3,63,15,2,13024,N,4,0,0,147.5,0,0,1302.2,0,1744.7,0,3194.3,0,0,8.4,0,0,0,0,0,8.4,0,0,0,5394.1,1470.7,0,0,59,0,6923.8,8.4,0,4.2,12.6,0,0,126.4,46.4,172.8,4.2,0,2827.7,0,2831.9,0,0,0,4.2,0,0,4.2,0,0,0,0
STN,2014,5,7,7/28/2014,797,10:58,10,Sac. Deep Water Channel,2,10.4,662,0.3,698,0.32,23.8,23.7,53,34,2,13252,N,4,0,0,56.5,0,0,5096.7,0,1387.2,0,6540.5,0,0,13,0,0,0,0,13,26.1,0,0,0,4492.2,1108.9,0,0,4.3,0,5605.5,0,0,0,0,0,8.7,365.3,17.4,391.4,0,0,4683.6,0,4683.6,0,0,0,0,0,0,0,0,0,0,0
STN,2014,5,7,7/28/2014,809,7:34,10,Lower San Joaquin,2,12.2,2510,1.27,2959,1.52,22.5,21.6,87,11.2,2,12891,N,3.9,393.6,0,0,0,0,532.5,0,0,0,926,0,0,0,27.8,0,0,0,0,27.8,4.6,0,0,731.6,0,861.2,0,0,0,1592.8,0,0,0,0,0,41.7,0,0,41.7,0,0,13.9,9.3,23.2,0,0,0,0,0,0,0,0,0,4.6,0
STN,2014,5,7,7/28/2014,902,9:07,10,Old River,2,7.6,731,0.34,700,0.32,24.4,24.3,216,4.7,3,11593,N,3.5,5,0,0,0,0,2472.5,0,0,0,2477.5,0,0,0,0,0,0,0,20.1,20.1,0,0,0,3952.9,0,10.1,0,0,0,3963,0,0,90.6,90.6,0,0,528.7,0,528.7,15.1,25.2,171.2,2950.9,3162.4,0,0,10.1,0,0,0,10.1,0,0,100.7,0
STN,2014,5,7,7/28/2014,910,15:06,10,South Delta,4,10.4,607,0.28,601,0.27,26.4,26.1,152,4.2,3,11875,N,3.6,0,0,0,0,0,9521.6,0,0,0,9521.6,0,0,62.4,0,0,0,0,0,62.4,0,25,0,19742,74.9,0,0,0,0,19841.8,0,0,12.5,12.5,0,25,2870.2,0,2895.2,87.4,449.2,5915.1,8011.6,14463.3,0,0,0,0,0,0,0,0,0,25,0
STN,2014,5,7,7/28/2014,912,14:16,10,South Delta,4,9.8,1212,0.58,978,0.46,28,27.8,108,6.3,3,12321,N,3.7,0,0,0,0,0,5123.7,0,0,0,5123.7,0,0,180.4,0,0,0,0,0,180.4,0,0,0,25474,216.5,0,0,0,0,25690.5,36.1,0,216.5,252.6,0,288.7,4546.4,144.3,4979.3,5701,324.7,18221.5,37778.1,62025.3,0,0,0,0,0,0,0,0,0,72.2,0
STN,2014,5,7,7/28/2014,914,13:07,10,South Delta,4,9.1,493,0.22,474,0.21,25.7,25.9,185,5,3,11650,N,3.5,0,0,9.9,9.9,0,4857.7,0,0,0,4877.5,0,0,0,0,0,0,0,19.8,19.8,0,39.6,0,13524.3,39.6,0,0,0,0,13603.5,0,0,29.7,29.7,0,9.9,1721.5,9.9,1741.2,217.7,356.2,1879.8,5233.6,7687.2,0,0,9.9,0,0,0,9.9,0,0,29.7,0
STN,2014,5,7,7/28/2014,915,10:15,10,South Delta,2,7.9,704,0.33,701,0.32,25.2,25.3,145,5.1,3,11570,N,3.5,7.1,0,0,0,0,4803,0,0,0,4810.2,0,0,0,0,0,0,0,14.2,14.2,0,7.1,0,10232.2,7.1,0,0,0,0,10246.5,0,0,56.9,56.9,0,0,2291.2,0,2291.2,14.2,71.2,135.2,1259.5,1480,0,0,14.2,0,0,0,14.2,0,0,113.8,0
STN,2014,5,7,7/28/2014,918,11:31,10,South Delta,2,6.4,664,0.31,550,0.25,26.2,26.5,143,5.8,4,11407,N,3.5,5.5,0,0,0,0,3263.7,0,16.5,0,3285.6,0,0,0,0,0,0,0,11,11,0,5.5,0,10449.2,5.5,5.5,0,5.5,0,10471.1,0,0,93.2,93.2,0,5.5,767.9,0,773.4,93.2,104.2,340.1,1376.8,1914.3,0,0,27.4,0,0,0,27.4,0,0,82.3,0
STN,2014,5,7,7/29/2014,704,13:39,10,Lower Sacramento River,2,9.1,1099,0.52,2950,1.51,24.2,23.8,63,19.5,2,11233,N,3.4,674.3,0,0,0,0,361.6,0,0,0,1035.8,4.9,0,19.5,44,0,0,0,0,68.4,0,0,0,215,0,39.1,0,0,0,254.1,0,0,4.9,4.9,0,4.9,14.7,0,19.5,0,0,0,0,0,0,0,9.8,0,0,0,9.8,0,0,4.9,0
STN,2014,5,7,7/29/2014,706,12:43,10,Lower Sacramento River,2,8.2,489,0.22,457,0.21,24.4,25.5,80,20.4,2,8660,N,2.6,215.5,0,0,0,0,221.8,0,0,0,437.3,0,0,0,0,0,0,0,6.3,6.3,31.7,0,0,1172.5,0,57,0,0,0,1229.5,0,0,6.3,6.3,0,0,95.1,0,95.1,6.3,0,25.4,0,31.7,0,0,0,0,0,0,0,0,0,0,0
STN,2014,5,7,7/29/2014,707,11:45,10,Lower Sacramento River,2,9.1,261,0.11,270,0.12,24.2,24.2,79,13.9,2,11459,N,3.5,138.9,0,0,0,0,574.8,0,4.8,0,718.5,0,0,0,0,0,0,0,0,0,47.9,0,0,3233,4.8,4.8,0,0,0,3242.6,0,0,38.3,38.3,0,0,411.9,0,411.9,0,0,14.4,23.9,38.3,0,0,62.3,0,0,0,62.3,0,0,23.9,0
STN,2014,5,7,7/29/2014,711,10:59,10,Sacramento River,2,3,158,0.07,170,0.07,25.1,25.5,160,6.1,2,11338,N,3.4,0,0,0,0,0,72.6,0,0,0,72.6,0,0,0,0,0,0,0,0,0,9.7,0,0,779.4,0,0,0,0,0,779.4,0,0,38.7,38.7,0,4.8,508.3,0,513.1,106.5,0,0,82.3,188.8,0,0,4.8,0,0,0,4.8,0,0,19.4,0
STN,2014,5,7,7/29/2014,812,9:25,10,Lower San Joaquin,2,6.1,772,0.36,748,0.35,23.2,23.2,118,10.1,3,11831,N,3.6,60.5,0,0,0,0,1599.3,0,0,0,1659.8,0,0,0,5,0,0,0,5,10.1,15.1,0,0,5539.4,10.1,70.6,0,0,0,5620.1,0,0,15.1,15.1,0,25.2,398.6,0,423.8,15.1,0,211.9,90.8,317.8,0,0,0,0,0,0,0,0,0,15.1,0
STN,2014,5,7,7/29/2014,815,8:42,10,Lower San Joaquin,2,10.7,378,0.17,363,0.16,23.6,23.4,173,7.5,2,12083,N,3.7,5.2,0,0,0,0,1263.5,0,0,0,1268.7,0,0,5.2,0,0,0,0,10.4,15.5,0,0,0,8994.6,31.1,20.7,0,5.2,0,9051.6,0,0,25.9,25.9,0,5.2,792.3,0,797.5,62.1,0,735.3,165.7,963.2,0,0,0,0,0,0,0,0,0,10.4,0
STN,2014,5,7,7/29/2014,906,7:55,10,San Joaquin River,2,11.3,367,0.16,414,0.18,23.9,23.2,195,4.2,2,12339,N,3.7,6,0,0,0,0,5224.3,0,0,0,5230.3,0,0,30,0,0,0,0,6,36,6,0,0,16285.4,42,12,0,0,0,16339.4,0,0,66.1,66.1,0,0,2077.7,0,2077.7,90.1,36,1435.2,672.6,2233.8,0,0,6,0,0,0,6,0,0,30,0
STN,2014,5,7,7/29/2014,919,6:58,10,Mokelumne River,2,7.3,180,0.08,185,0.08,24.4,23.5,196,3.1,1,12014,N,3.6,0,0,0,0,0,2022.9,0,0,0,2022.9,0,0,0,0,0,0,0,8.2,8.2,0,0,0,29661,0,0,0,16.4,0,29677.4,0,0,172.7,172.7,0,0,2055.8,0,2055.8,246.7,41.1,394.7,189.1,871.7,0,0,16.4,0,0,0,16.4,0,0,24.7,0
STN,2014,5,7,7/30/2014,501,11:12,10,Suisun Bay,2,6.1,18303,10.81,19445,11.54,22.2,21.9,33,38.2,1,11666,N,3.5,91.2,0,0,0,0,5.4,64.4,0,59,219.9,0,0,0,42.9,681.1,0,0,0,724.1,10.7,0,0,75.1,0,219.9,0,0,386.2,681.1,0,16.1,0,16.1,0,268.2,0,0,268.2,0,0,0,0,0,0,0,5.4,0,0,0,5.4,488.1,0,0,5.4
STN,2014,5,7,7/30/2014,504,9:54,10,Suisun Bay,2,7.9,17984,10.6,18901,11.19,21.8,21,66,33.9,1,11006,N,3.3,19.1,0,0,0,0,4.8,9.6,0,4.8,38.3,0,0,0,9.6,143.6,0,0,0,153.2,0,0,0,71.8,0,210.6,0,0,81.4,363.8,0,0,0,0,0,62.2,4.8,0,67,0,0,0,0,0,0,0,0,0,0,0,0,837.8,0,0,0
STN,2014,5,7,7/30/2014,508,9:04,10,Suisun Bay,2,15.2,13458,7.74,16298,9.53,21.9,21.3,63,14,2,10793,N,3.3,231.9,0,0,0,0,24.4,0,0,0,256.3,0,0,0,21.4,51.9,0,0,0,73.2,0,0,0,15.3,0,784.1,0,0,173.9,973.3,6.1,0,0,6.1,0,73.2,0,0,73.2,0,0,0,0,0,0,0,0,0,0,0,0,427.2,0,0,0
STN,2014,5,7,7/30/2014,513,8:13,10,Suisun Bay,3,13.1,12051,6.87,14111,8.15,21.8,21.4,65,19.9,2,9333,N,2.8,767.8,0,0,0,0,0,0,0,0,767.8,0,0,0,16.9,5.6,0,0,0,22.6,0,5.6,0,0,0,824.2,0,0,118.6,948.4,0,0,0,0,0,33.9,0,0,33.9,0,0,0,0,0,0,0,0,0,0,0,0,304.9,0,0,0
STN,2014,5,7,7/30/2014,519,12:13,10,Suisun Bay (Honker),2,1.2,14629,8.47,16575,9.7,22.3,22.3,44,41.5,1,9621,N,2.9,188.3,0,0,0,0,6.8,3.4,0,0,198.5,0,0,0,13.7,27.4,0,0,0,41.1,6.8,0,0,17.1,0,427.9,0,0,92.4,537.4,0,0,0,0,0,44.5,0,0,44.5,0,0,0,0,0,0,0,0,0,0,0,0,160.9,0,0,0
STN,2014,5,7,7/30/2014,520,13:56,10,Suisun Bay,2,11.6,4299,2.26,4546,2.4,23.5,24,77,10.8,2,9529,N,2.9,417.3,0,0,0,0,205.6,0,0,0,622.9,0,0,0,36.3,0,0,0,0,36.3,0,0,0,48.4,0,677.4,0,0,0,725.7,0,0,6,6,0,18.1,6,0,24.2,0,0,0,12.1,12.1,0,0,0,0,0,0,0,6,0,0,0
STN,2014,5,7,7/30/2014,801,7:31,10,Lower San Joaquin,4,6.4,10341,5.82,11331,6.43,21.9,21.5,78,12,2,10143,N,3.1,219.2,0,0,0,0,19.5,0,0,0,238.6,0,0,0,9.7,19.5,0,0,0,29.2,0,0,0,0,0,589.3,0,0,39,628.2,0,0,0,0,0,24.4,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,92.5,9.7,0,0
STN,2014,5,7,7/30/2014,804,6:46,10,Lower San Joaquin,4,9.8,5930,3.2,6595,3.59,22.5,21.9,90,12,2,10602,N,3.2,181.7,0,0,0,0,93.6,0,0,0,275.3,0,0,0,286.3,0,0,0,0,286.3,5.5,0,0,16.5,0,506.6,0,0,16.5,539.6,0,0,5.5,5.5,0,66.1,0,0,66.1,0,0,0,5.5,5.5,0,0,0,0,0,0,0,33,5.5,0,0
STN,2014,5,7,7/31/2014,411,12:23,10,Suisun Bay,2,3,20897,12.49,21621,12.96,22,22.1,36,63.2,1,9760,N,3,5.1,0,0,0,0,5.1,0,0,5.1,15.2,0,0,0,10.1,293.5,0,0,0,303.7,10.1,0,0,20.2,0,111.3,0,0,232.8,364.4,0,0,0,0,0,116.4,0,0,116.4,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0
STN,2014,5,7,7/31/2014,418,11:30,10,Suisun Bay (Mothball),2,9.4,21951,13.17,24146,14.62,21.4,21.1,29,73.3,1,10250,N,3.1,22.8,0,0,0,0,5.7,387.3,0,57,472.7,0,0,0,91.1,569.5,0,0,0,660.7,34.2,0,0,148.1,0,153.8,0,0,159.5,461.3,5.7,0,0,5.7,0,113.9,0,0,113.9,0,0,0,0,0,0,0,0,0,0,0,0,700.5,0,5.7,0
STN,2014,5,7,7/31/2014,606,9:18,10,Suisun Bay (Mont. Sl.),2,6.7,18563,10.97,18710,11.07,22.7,22.6,54,36.5,1,10298,N,3.1,97.2,0,0,0,0,6.1,6.1,0,91.1,200.5,0,0,0,595.4,571.1,0,0,0,1166.6,24.3,0,0,72.9,0,662.3,0,0,309.9,1045,12.2,12.2,0,24.3,0,279.5,0,0,279.5,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,6.1,0
STN,2014,5,7,7/31/2014,609,8:04,10,Suisun Bay (Mont. Sl.),2,8.5,17076,10.02,17117,10.05,22.5,22.1,65,18.6,2,10891,N,3.3,140.3,0,0,0,0,4.8,0,0,29,174.2,0,0,0,174.2,29,0,0,0,203.2,33.9,4.8,0,14.5,0,353.2,0,0,96.8,469.3,4.8,0,0,4.8,0,198.4,0,0,198.4,0,0,0,0,0,0,0,0,0,0,0,0,358,62.9,14.5,4.8
STN,2014,5,7,7/31/2014,610,7:16,10,Suisun Bay (Mont. Sl.),4,4.9,13213,7.59,13415,7.71,21.9,21.8,62,22.3,2,10366,N,3.1,141.1,0,0,0,0,19.1,0,0,7.6,167.7,0,0,0,152.5,11.4,0,0,0,163.9,11.4,0,0,38.1,0,171.5,0,0,15.2,224.9,0,0,0,0,0,110.6,0,0,110.6,0,0,0,0,0,0,0,0,0,0,0,0,636.6,7.6,3.8,0
STN,2014,5,8,8/1/2014,323,7:16,10,San Pablo Bay,2,2.4,39025,24.82,41837,26.82,20.3,19.8,140,5.7,1,9585,N,2.9,0,30.9,0,0,35,0,0,0,0,66,0,0,0,0,960.6,0,0,0,960.6,4.1,0,14.4,274.2,0,0,268,0,14.4,571,0,55.7,0,55.7,0,121.6,0,0,121.6,0,0,0,6.2,6.2,0,0,0,0,0,0,0,125.7,0,0,0
STN,2014,5,8,8/1/2014,340,8:14,10,Napa River,2,2.4,35061,22.04,35327,22.22,20.6,20.5,63,18.4,1,10481,N,3.2,0,47.8,0,0,11.9,0,149.2,0,6,214.9,0,0,0,0,698.5,0,0,0,698.5,137.3,0,53.7,471.6,0,0,29.8,0,83.6,638.8,0,0,0,0,0,95.5,0,0,95.5,0,0,0,0,0,0,0,0,0,0,0,0,89.5,6,6,0
STN,2014,5,8,8/1/2014,405,9:28,10,Suisun Bay (Carquinez St.),2,4,32260,20.1,34481,21.64,21.4,21.2,52,33.9,1,10547,N,3.2,5.9,5.9,0,0,17.8,5.9,688.2,0,83.1,806.8,0,0,0,0,427.1,0,0,0,427.1,11.9,0,5.9,183.9,0,0,0,0,100.9,290.7,0,5.9,0,5.9,0,23.7,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,5.9
STN,2014,6,8,8/11/2014,504,11:44,10,Suisun Bay,2,7.6,16454,9.63,17760,10.46,21.1,21.1,27,40.6,1,9847,N,3,586.9,0,0,0,0,5,0,0,0,591.9,0,0,0,95.3,130.4,0,0,0,225.7,5,0,0,5,0,742.4,0,0,15,762.5,0,0,0,0,0,35.1,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0
STN,2014,6,8,8/11/2014,713,7:36,10,Cache Slough,2,12.2,186,0.08,189,0.08,22,22.2,106,8.2,1,12338,N,3.7,17.8,0,0,0,0,1463.5,0,13.3,0,1494.7,4.4,0,0,0,0,0,0,8.9,13.3,13.3,0,0,6797.2,13.3,4.4,0,0,0,6815,0,0,26.7,26.7,0,0,324.7,0,324.7,13.3,0,40,53.4,106.8,0,0,458.2,0,0,0,458.2,0,0,4.4,0
STN,2014,6,8,8/11/2014,716,8:21,10,Cache Slough,2,11.9,172,0.07,172,0.07,21.9,21.6,111,7.9,2,12181,N,3.7,0,0,0,0,0,540.7,0,18,0,558.7,0,0,0,0,0,0,0,9,9,9,0,0,6136.9,0,0,0,0,0,6136.9,0,0,13.5,13.5,0,0,85.6,0,85.6,9,0,27,67.6,103.6,0,0,369.5,0,0,0,369.5,0,0,27,0
