"bottle.ID","Date","genus","species","division","notes","NetRadius_cm","TowVolume_L","TotalSampleVolume_mL","Aliquot_mL","CountFactor","NumberIndividualsCounted","NumberPerLiter","BiomassFactor","SpeciesBiomass_ugdwL","file_name","Station"
"WSP",2013-05-31,"Keratella","cochlearis","Rotifera",NA,15.24,177.920410506854,286,20,0.0803730159977857,1,0.0803730159977857,0.0026724890786,0.000214796007468225,"Ship Channel Zoops  - January Through May 2013.xlsx","WSP"
"WSP",2013-05-31,"Keratella","valga","Rotifera",NA,15.24,177.920410506854,286,20,0.0803730159977857,4,0.321492063991143,0.0293973798646,0.00945102432860191,"Ship Channel Zoops  - January Through May 2013.xlsx","WSP"
"WSP",2013-05-31,"Polyarthra","vulgaris","Rotifera",NA,15.24,177.920410506854,286,20,0.0803730159977857,71,5.70648413584278,0.02757974595145,0.157383382742524,"Ship Channel Zoops  - January Through May 2013.xlsx","WSP"
"WSP",2013-05-31,"Synchaeta","bicornis","Rotifera",NA,15.24,177.920410506854,286,20,0.0803730159977857,40,3.21492063991143,0.0464402703974,0.149301783823669,"Ship Channel Zoops  - January Through May 2013.xlsx","WSP"
"WSP",2013-05-31,"Synchaeta","spp.","Rotifera",NA,15.24,177.920410506854,286,20,0.0803730159977857,67,5.38499207185164,0.00982283873528572,0.0528959087125908,"Ship Channel Zoops  - January Through May 2013.xlsx","WSP"
"WSP",2013-05-31,"Trichocerca","pusilla","Rotifera",NA,15.24,177.920410506854,286,20,0.0803730159977857,281,22.5848174953778,0.01692482715352,0.382244132403063,"Ship Channel Zoops  - January Through May 2013.xlsx","WSP"
"Prospect",2013-05-31,"Bosmina","longirostris","Cladocera",NA,15.24,289.145475529828,280,57,0.0169889592522697,4,0.0679558370090787,0.979354656614541,0.06655286541898,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"Daphnia","sp.","Cladocera",NA,15.24,289.145475529828,280,57,0.0169889592522697,1,0.0169889592522697,2.39858485863343,0.0407494604264343,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"calanoid","copepodid","Copepoda",NA,15.24,289.145475529828,280,57,0.0169889592522697,90,1.52900633270427,3.07310299889058,4.69879394635618,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"cyclopoid","copepodid","Copepoda",NA,15.24,289.145475529828,280,57,0.0169889592522697,2,0.0339779185045394,2.41677847014958,0.0821171019022677,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"harpacticoid",NA,"Copepoda",NA,15.24,289.145475529828,280,57,0.0169889592522697,1,0.0169889592522697,1.64388604861851,0.0279279130953544,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"Pseudodiaptomus","forbesi","Copepoda",NA,15.24,289.145475529828,280,57,0.0169889592522697,82,1.39309465868611,3.92918144389368,5.47372168249688,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"Sinocalanus","doerri","Copepoda",NA,15.24,289.145475529828,280,57,0.0169889592522697,33,0.5606356553249,8.32915720645553,4.6696225087453,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"Prospect",2013-05-31,"nauplii",NA,"Copepoda",NA,15.24,289.145475529828,280,57,0.0169889592522697,32,0.54364669607263,0.468822574780585,0.254873843823728,"Ship Channel Zoops  - January Through May 2013.xlsx","Pro"
"NL16",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,778.401795967488,280,6,0.0599519000449683,3,0.179855700134905,2.40260356278206,0.432121945930784,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Acanthocyclops","vernalis","Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,1,0.0599519000449683,11.4251384925286,0.684958760903993,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,174,10.4316306078245,1.36418482916232,14.2306722186194,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Ilyocryptus","sp.","Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,1,0.0599519000449683,0.0751682779195615,0.00450648108438595,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Mesocyclops","edax","Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,1,0.0599519000449683,0.253368720449474,0.0151899362029084,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,23,1.37889370103427,2.6260506946541,3.62104476145521,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,1,0.0599519000449683,4.41130826897739,0.264466312409275,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,778.401795967488,280,6,0.0599519000449683,44,2.63788360197861,0.262523795650237,0.692507215674942,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Brachionus","calyciflorus","Rotifera","none",15.24,778.401795967488,280,6,0.0599519000449683,5,0.299759500224842,0.1665416484864,0.0499224413169045,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Conochilus","spp.","Rotifera","none",15.24,778.401795967488,280,6,0.0599519000449683,31,1.85850890139402,0.01209195894335,0.022473013331507,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Kellicottia","longispina","Rotifera","none",15.24,778.401795967488,280,6,0.0599519000449683,1,0.0599519000449683,0.0082644365496,0.000495468673949602,"Ship Channel Zoops  - July 2017.xlsx","16"
"NL16",2017-07-20,"Bivalvia","veliger","Bivalvia","none",15.24,778.401795967488,280,6,0.0599519000449683,3,0.179855700134905,0.0985314145831,0.017721436555126,"Ship Channel Zoops  - July 2017.xlsx","16"
"RB34",2017-07-20,"Bosmina","longirostris","Cladocera","none",15.24,711.681642027418,255,3,0.119435425870835,1,0.119435425870835,0.608674623592541,0.0726973128855455,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Camptocercus","rectirostris","Cladocera","none",15.24,711.681642027418,255,3,0.119435425870835,1,0.119435425870835,5.95564515550626,0.711315015483468,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,711.681642027418,255,3,0.119435425870835,2,0.238870851741671,0.453678669046838,0.108370610092246,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Acanthocyclops","vernalis","Copepoda","none",15.24,711.681642027418,255,3,0.119435425870835,1,0.119435425870835,5.35604729796525,0.639701790016817,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,711.681642027418,255,3,0.119435425870835,115,13.7350739751461,1.9270710093898,26.4684628693283,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"cyclopoid","copepodid","Copepoda","none",15.24,711.681642027418,255,3,0.119435425870835,5,0.597177129354177,0.368993495110158,0.220354476160249,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Diacyclops","thomasi","Copepoda","none",15.24,711.681642027418,255,3,0.119435425870835,2,0.238870851741671,1.9637154255174,0.469074376271599,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,711.681642027418,255,3,0.119435425870835,54,6.44951299702511,3.02325798315551,19.4985416557214,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,711.681642027418,255,3,0.119435425870835,62,7.40499640399179,0.253249265225994,1.87530989831205,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Conochilus","sp.","Rotifera","none",15.24,711.681642027418,255,3,0.119435425870835,3,0.358306277612506,0.0103365693288,0.00370365767948593,"Ship Channel Zoops  - July 2017.xlsx","34"
"RB34",2017-07-20,"Bivalvia","veliger","Bivalvia","none",15.24,711.681642027418,255,3,0.119435425870835,1,0.119435425870835,0.13728442283306,0.0163966235064984,"Ship Channel Zoops  - July 2017.xlsx","34"
"NL44",2017-07-20,"Alona","affinis","Cladocera","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,1,0.0689736056458958,0.562883921877071,0.0388241336519643,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"Ceriodaphnia","spp.","Cladocera","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,4,0.275894422583583,1.96229601073821,0.541386524820688,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,1,0.0689736056458958,0.312573407234906,0.0215593149260144,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"ostracod",NA,"Ostracoda","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,1,0.0689736056458958,0.279985945939296,0.0193116402216101,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"calanoid","copepodid","Copepoda","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,135,9.31143676219593,1.65151206185487,15.3779501259654,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"cyclopoid","copepodid","Copepoda","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,5,0.344868028229479,1.70162643080106,0.586836551973527,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,22,1.51741932420971,2.54248563210803,3.85801682968626,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"nauplii",NA,"Copepoda","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,90,6.20762450813062,0.250502902305329,1.55502795570841,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"Conochilus","spp.","Rotifera","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,9,0.620762450813062,0.009396881208,0.00583323100867729,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL44",2017-07-20,"Bivalvia","veliger","Bivalvia","High algae.",15.24,978.635223835315,270,4,0.0689736056458958,1,0.0689736056458958,0.13728442283306,0.00946900164181191,"Ship Channel Zoops  - July 2017.xlsx","44"
"NL56",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,667.201539400704,265,6,0.0661968896329858,140,9.26756454861802,1.45374210529954,13.4726487979073,"Ship Channel Zoops  - July 2017.xlsx","56"
"NL56",2017-07-20,"cyclopoid","copepodid","Copepoda","none",15.24,667.201539400704,265,6,0.0661968896329858,1,0.0661968896329858,0.282923770652561,0.0187286736204358,"Ship Channel Zoops  - July 2017.xlsx","56"
"NL56",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,667.201539400704,265,6,0.0661968896329858,36,2.38308802678749,2.29115806919327,5.46003136217204,"Ship Channel Zoops  - July 2017.xlsx","56"
"NL56",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,667.201539400704,265,6,0.0661968896329858,2,0.132393779265972,6.06542813193719,0.803024953253307,"Ship Channel Zoops  - July 2017.xlsx","56"
"NL56",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,667.201539400704,265,6,0.0661968896329858,37,2.44928491642048,0.286839400649416,0.702551417445703,"Ship Channel Zoops  - July 2017.xlsx","56"
"NL56",2017-07-20,"Conochilus","spp.","Rotifera","none",15.24,667.201539400704,265,6,0.0661968896329858,1,0.0661968896329858,0.0103365693288,0.00068424873904228,"Ship Channel Zoops  - July 2017.xlsx","56"
"NL62",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,644.961488087347,300,11,0.04228582291573,132,5.58172862487636,1.77555992711613,9.9106936703675,"Ship Channel Zoops  - July 2017.xlsx","62"
"NL62",2017-07-20,"harpacticoid",NA,"Copepoda","none",15.24,644.961488087347,300,11,0.04228582291573,1,0.04228582291573,0.325977782489005,0.0137842387847924,"Ship Channel Zoops  - July 2017.xlsx","62"
"NL62",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,644.961488087347,300,11,0.04228582291573,82,3.46743747908986,3.39891723713712,11.7855330163738,"Ship Channel Zoops  - July 2017.xlsx","62"
"NL62",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,644.961488087347,300,11,0.04228582291573,16,0.67657316665168,4.73300392646768,3.20222345430508,"Ship Channel Zoops  - July 2017.xlsx","62"
"NL62",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,644.961488087347,300,11,0.04228582291573,16,0.67657316665168,0.352006552590421,0.238158187968242,"Ship Channel Zoops  - July 2017.xlsx","62"
"NL64",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,4,0.388488312291395,0.312573407234906,0.121431115443859,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL64",2017-07-20,"calanoid","copepodid","Copepoda","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,109,10.5863065099405,1.72214404255903,18.2311446887979,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL64",2017-07-20,"harpacticoid",NA,"Copepoda","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,2,0.194244156145697,0.266878842293599,0.0518396555144608,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL64",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,52,5.05034805978813,2.68357507631732,13.552988179975,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL64",2017-07-20,"Sinocalanus","doerri","Copepoda","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,18,1.74819740531128,4.4777044769134,7.82791134829068,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL64",2017-07-20,"nauplii",NA,"Copepoda","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,36,3.49639481062255,0.295096053875982,1.03177231140718,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL64",2017-07-20,"Bivalvia","veliger","Bivalvia","High detritus.",15.24,556.00128283392,270,5,0.0971220780728487,2,0.194244156145697,0.279985945939296,0.0543856338016334,"Ship Channel Zoops  - July 2017.xlsx","64"
"NL66",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,622.72143677399,287,5,0.0921760463191388,21,1.93569697270191,2.06222945913139,3.99185132105734,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"ostracod",NA,"Ostracoda","none",15.24,622.72143677399,287,5,0.0921760463191388,1,0.0921760463191388,3.54555859396599,0.32681557318463,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,622.72143677399,287,5,0.0921760463191388,109,10.0471890487861,2.13106076214358,21.4111703517068,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,622.72143677399,287,5,0.0921760463191388,20,1.84352092638278,2.44138156962585,4.50073801289049,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,622.72143677399,287,5,0.0921760463191388,13,1.1982886021488,4.9125783141212,5.88668660097482,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,622.72143677399,287,5,0.0921760463191388,41,3.77921789908469,0.235868636284208,0.891398972077974,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"Polyarthra","spp.","Rotifera","none",15.24,622.72143677399,287,5,0.0921760463191388,1,0.0921760463191388,0.0096418426412,0.000888746933897099,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL66",2017-07-20,"Bivalvia","veliger","Bivalvia","none",15.24,622.72143677399,287,5,0.0921760463191388,1,0.0921760463191388,0.116765213734377,0.0107629557496441,"Ship Channel Zoops  - July 2017.xlsx","66"
"NL70",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,644.961488087347,290,3,0.149879750112421,115,17.2361712629284,2.62736233507105,45.2856671770521,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,644.961488087347,290,3,0.149879750112421,63,9.44242425708251,1.46759891445605,13.8576915895278,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"cyclopoid","copepodid","Copepoda","none",15.24,644.961488087347,290,3,0.149879750112421,1,0.149879750112421,0.954391507404827,0.143043960639252,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"Leptodiaptomus","siciloides","Copepoda","none",15.24,644.961488087347,290,3,0.149879750112421,4,0.599519000449683,2.21768499306238,1.32954429035302,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,644.961488087347,290,3,0.149879750112421,23,3.44723425258568,2.59175821109159,8.93439767969511,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,644.961488087347,290,3,0.149879750112421,18,2.69783550202357,4.42442166515925,11.9363618441889,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,644.961488087347,290,3,0.149879750112421,11,1.64867725123663,0.171362374767185,0.282521248996544,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL70",2017-07-20,"Bivalvia","veliger","Bivalvia","none",15.24,644.961488087347,290,3,0.149879750112421,3,0.449639250337262,0.452823573318153,0.203607252041815,"Ship Channel Zoops  - July 2017.xlsx","70"
"NL74",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,644.961488087347,250,5,0.0775240086788384,98,7.59735285052616,2.74750558018853,20.8737693514819,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL74",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,644.961488087347,250,5,0.0775240086788384,113,8.76021298070873,2.25786475292902,19.7793761172935,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL74",2017-07-20,"Leptodiaptomus","ashlandi","Copepoda","none",15.24,644.961488087347,250,5,0.0775240086788384,1,0.0775240086788384,1.97559503015383,0.153156046263516,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL74",2017-07-20,"Leptodiaptomus","siciloides","Copepoda","none",15.24,644.961488087347,250,5,0.0775240086788384,7,0.542668060751868,2.52256374400659,1.36891477508303,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL74",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,644.961488087347,250,5,0.0775240086788384,27,2.09314823432864,3.17364928623062,6.64291839985196,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL74",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,644.961488087347,250,5,0.0775240086788384,18,1.39543215621909,5.30055238004457,7.39656123683783,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL74",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,644.961488087347,250,5,0.0775240086788384,9,0.697716078109545,0.430730572712827,0.300527645915072,"Ship Channel Zoops  - July 2017.xlsx","74"
"NL76",2017-07-20,"Ceriodaphnia","spp.","Cladocera","none",15.24,711.681642027418,280,4,0.0983585860112761,9,0.885227274101485,1.00142757824717,0.886491005301791,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Daphnia","parvula","Cladocera","none",15.24,711.681642027418,280,4,0.0983585860112761,1,0.0983585860112761,1.99044710737697,0.195777563011834,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,711.681642027418,280,4,0.0983585860112761,124,12.1964646653982,1.48225501889447,18.0782709630556,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Leptodora","kindtii","Cladocera","none",15.24,711.681642027418,280,4,0.0983585860112761,1,0.0983585860112761,5.19511423654739,0.510984090473852,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,711.681642027418,280,4,0.0983585860112761,70,6.88510102078933,1.70137491681173,11.7141381764858,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Leptodiaptomus","siciloides","Copepoda","none",15.24,711.681642027418,280,4,0.0983585860112761,8,0.786868688090209,2.98912472192569,2.35204864847968,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,711.681642027418,280,4,0.0983585860112761,4,0.393434344045105,2.6510856891868,1.04302815913257,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,711.681642027418,280,4,0.0983585860112761,10,0.983585860112761,5.05469958395797,4.97173103789892,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,711.681642027418,280,4,0.0983585860112761,2,0.196717172022552,0.245719849823616,0.0483373139671079,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Asplanchna","spp.","Rotifera","none",15.24,711.681642027418,280,4,0.0983585860112761,1,0.0983585860112761,1.2670288792568,0.124623168999151,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Conochiloides","spp.","Rotifera","none",15.24,711.681642027418,280,4,0.0983585860112761,12,1.18030303213531,0.0272901091749,0.0322105986064382,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Conochilus","spp.","Rotifera","none",15.24,711.681642027418,280,4,0.0983585860112761,3,0.295075758033828,0.00652561195,0.00192554989278086,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL76",2017-07-20,"Bivalvia","veliger","Bivalvia","none",15.24,711.681642027418,280,4,0.0983585860112761,2,0.196717172022552,0.00883060243974121,0.00173713113920134,"Ship Channel Zoops  - July 2017.xlsx","76"
"NL84",2017-07-20,"Bosmina","longirostris","Cladocera","none",15.24,644.961488087347,275,0.9,0.473757830815123,4,1.89503132326049,0.979354656614541,1.85590775086558,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Ceriodaphnia","spp.","Cladocera","none",15.24,644.961488087347,275,0.9,0.473757830815123,85,40.2694156192855,1.51035892569315,60.821271313035,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Daphnia","sp.","Cladocera","none",15.24,644.961488087347,275,0.9,0.473757830815123,9,4.26382047733611,8.59888104517666,36.6640850826016,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,644.961488087347,275,0.9,0.473757830815123,9,4.26382047733611,2.24401133607365,9.56806148612517,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,644.961488087347,275,0.9,0.473757830815123,36,17.0552819093444,1.03783424116768,17.7005555582853,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Leptodiaptomus","siciloides","Copepoda","none",15.24,644.961488087347,275,0.9,0.473757830815123,1,0.473757830815123,1.77751111560432,0.842109810378472,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,644.961488087347,275,0.9,0.473757830815123,5,2.36878915407562,2.04584162052984,4.84616744166757,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,644.961488087347,275,0.9,0.473757830815123,7,3.31630481570586,4.15135080434363,13.7671446641292,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,644.961488087347,275,0.9,0.473757830815123,3,1.42127349244537,0.301009720908006,0.427817137294928,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Asplanchna","spp.","Rotifera","none",15.24,644.961488087347,275,0.9,0.473757830815123,31,14.6864927552688,0.9896873595609,14.5350362361723,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Conochiloides","sp.","Rotifera","none",15.24,644.961488087347,275,0.9,0.473757830815123,15,7.10636746222685,0.03001781497,0.213317623589954,"Ship Channel Zoops  - July 2017.xlsx","84"
"NL84",2017-07-20,"Conochilus","spp.","Rotifera","none",15.24,644.961488087347,275,0.9,0.473757830815123,2,0.947515661630246,0.00522048956,0.0049464956194772,"Ship Channel Zoops  - July 2017.xlsx","84"
"West Sac",2017-07-20,"Bosmina","longirostris","Cladocera","none",15.24,222.400513133568,290,2,0.65197691298903,24,15.6474459117367,0.434458020919446,6.79815838325722,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Ceriodaphnia","spp.","Cladocera","none",15.24,222.400513133568,290,2,0.65197691298903,75,48.8982684741773,1.14437831340823,55.958118005062,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Daphnia","sp.","Cladocera","none",15.24,222.400513133568,290,2,0.65197691298903,48,31.2948918234735,4.31719201773715,135.106057176247,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Diaphanosoma","brachyurum","Cladocera","none",15.24,222.400513133568,290,2,0.65197691298903,11,7.17174604287933,1.94905425314188,13.9781221273274,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"calanoid","copepodid","Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,32,20.863261215649,2.35805957531916,49.196812881946,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"cyclopoid","copepodid","Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,1,0.65197691298903,8.39802112065237,5.47531588545961,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Leptodiaptomus","siciloides","Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,2,1.30395382597806,2.52256374400659,3.28930664527093,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Mesocyclops","edax","Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,5,3.25988456494515,20.3562824291904,66.359130890582,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Pseudodiaptomus","forbesi","Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,12,7.82372295586836,2.05717700617961,16.094782967532,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Sinocalanus","doerri","Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,3,1.95593073896709,4.15135080434363,8.11975464645146,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"nauplii",NA,"Copepoda","none",15.24,222.400513133568,290,2,0.65197691298903,4,2.60790765195612,0.212305753956099,0.553673800296424,"Ship Channel Zoops  - July 2017.xlsx","WSP"
"West Sac",2017-07-20,"Asplanchna","spp.","Rotifera","none",15.24,222.400513133568,290,2,0.65197691298903,59,38.4666378663528,0.866448835357784,33.329373579431,"Ship Channel Zoops  - July 2017.xlsx","WSP"
