Sample Number,Sample Date,Start Time,Region,General Habitat,Depth m,Tide,Sampling Gear,Waypoint,Latitude Start WGS 84,Longitude Start WGS 84,Wind speed,Wind direction,Sky,Precipitation,Temperature °C,Specific Conductance µS/cm,Salinity PSU,Turbidity FNU,Chlorophyll µg/L,DO concentration mg/L,DO saturation %,pH,fDOM QSU,Zooplankton Sample,Phytoplankton Sample,Larval Fish Sample,Comments
148,4/20/2018,15:46,Wildlands,Breach(LHTR/FLUX),1.6,Low slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,19.31,616,0.3,12.17,4.58,9.2,99.7,7.87,68.82,1,1,1,
147,4/20/2018,15:21,Little Holland Tract,Breach(LHTR/FLUX),2,Low slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,19.19,595.1,0.28,13.19,5.43,14.35,159.2,8.63,71.48,1,1,1,
146,4/20/2018,14:50,Wildlands,Breach(LHTR/FLUX),1.8,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,18.54,593,0.29,13.29,4.07,8.71,92.3,7.92,68.85,1,1,1,
145,4/20/2018,14:16,Little Holland Tract,Breach(LHTR/FLUX),2.6,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,19.31,567.6,0.28,13.17,4.49,13.92,151.9,8.53,73.06,1,1,1,
144,4/20/2018,13:53,Wildlands,Breach(LHTR/FLUX),1.9,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,17.78,579.9,0.28,12.53,4.15,8.28,87,7.91,71.65,1,1,1,
143,4/20/2018,13:25,Little Holland Tract,Breach(LHTR/FLUX),2.5,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,18.23,566.8,0.28,12.72,4.75,12.07,128.3,8.35,73.8,1,1,1,
142,4/20/2018,13:00,Wildlands,Breach(LHTR/FLUX),2.1,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,16.46,576.4,0.28,12.45,4.29,8.05,82.4,7.97,72.98,1,1,1,
141,4/20/2018,12:37,Little Holland Tract,Breach(LHTR/FLUX),2,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,17.51,561.8,0.27,11.2,3.85,10.76,113.6,8.24,74.96,1,1,1,
140,4/20/2018,12:13,Wildlands,Breach(LHTR/FLUX),2.4,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,16.72,562,0.27,13.05,4.44,7.99,81.7,7.91,73.87,1,1,1,
139,4/20/2018,11:49,Little Holland Tract,Breach(LHTR/FLUX),2.7,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,16.61,556.2,0.27,10.98,3.9,9.33,96.5,8.05,74.92,1,1,1,
138,4/20/2018,11:27,Wildlands,Breach(LHTR/FLUX),2.4,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,16.04,553.1,0.27,12.91,4.49,7.88,80,7.88,75.34,1,1,1,
137,4/20/2018,10:33,Little Holland Tract,Breach(LHTR/FLUX),2.5,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,South,Clear,Dry,16.35,545.4,0.26,11.32,4.06,8.48,86.4,7.9,75.46,1,1,1,
136.3,4/20/2018,9:40,Wildlands,Breach(LHTR/FLUX),2.9,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,South,Clear,Dry,15.81,548.7,0.27,14.35,5.05,8.01,80.6,7.94,76.05,3,3,1,
136.2,4/20/2018,9:40,Wildlands,Breach(LHTR/FLUX),2.9,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,South,Clear,Dry,15.81,548.7,0.27,14.35,5.05,8.01,80.6,7.94,76.05,3,3,1,
136.1,4/20/2018,9:40,Wildlands,Breach(LHTR/FLUX),2.9,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,South,Clear,Dry,15.81,548.7,0.27,14.35,5.05,8.01,80.6,7.94,76.05,3,3,1,
135.3,4/20/2018,9:05,Little Holland Tract,Breach(LHTR/FLUX),5.3,High slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.792,525.5,0.26,10.75,3.89,7.79,78.7,7.91,75.8,3,3,1,
135.2,4/20/2018,9:05,Little Holland Tract,Breach(LHTR/FLUX),5.3,High slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.792,525.5,0.26,10.75,3.89,7.79,78.7,7.91,75.8,3,3,1,
135.1,4/20/2018,9:05,Little Holland Tract,Breach(LHTR/FLUX),5.3,High slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.792,525.5,0.26,10.75,3.89,7.79,78.7,7.91,75.8,3,3,1,
134,4/20/2018,8:27,Wildlands,Breach(LHTR/FLUX),3.1,High slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.79,549.2,0.27,14.4,5.12,7.93,80.3,7.89,75.75,1,1,1,
133,4/20/2018,8:00,Little Holland Tract,Breach(LHTR/FLUX),3.3,High slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.82,534.6,0.26,11.92,4.36,7.88,79.6,7.87,76.22,1,1,1,
132,4/20/2018,7:31,Wildlands,Breach(LHTR/FLUX),2.9,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.698,542.5,0.26,14.27,4.71,7.6,76.8,7.88,75.14,1,1,1,
131,4/20/2018,6:55,Little Holland Tract,Breach(LHTR/FLUX),3.1,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.81,551.9,0.27,14.14,4.97,8.03,81.1,7.94,76.41,1,1,1,
130,4/20/2018,6:36,Wildlands,Breach(LHTR/FLUX),2.6,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.732,542.6,0.26,15,5.28,7.63,76.9,7.9,75.44,1,1,1,
129,4/20/2018,5:57,Little Holland Tract,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,18.807,560.5,0.27,15.4,5.47,7.94,80.2,8.01,76.16,1,1,1,
128,4/20/2018,5:35,Wildlands,Breach(LHTR/FLUX),2.5,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.771,550.9,0.27,16.04,5.44,7.9,79.8,7.85,75.51,1,1,1,
127.3,4/20/2018,4:05,Little Holland Tract,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.957,577.6,0.28,19.16,7.74,7.64,77.5,7.98,76.12,3,3,1,
127.2,4/20/2018,4:05,Little Holland Tract,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.957,577.6,0.28,19.16,7.74,7.64,77.5,7.98,76.12,3,3,1,
127.1,4/20/2018,4:05,Little Holland Tract,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.957,577.6,0.28,19.16,7.74,7.64,77.5,7.98,76.12,3,3,1,
126.3,4/20/2018,2:57,Wildlands,Breach(LHTR/FLUX),1,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.78,560,0.27,15.86,5.07,8.14,82.5,7.93,74.26,3,3,1,
126.2,4/20/2018,2:57,Wildlands,Breach(LHTR/FLUX),1,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.78,560,0.27,15.86,5.07,8.14,82.5,7.93,74.26,3,3,1,
126.1,4/20/2018,2:57,Wildlands,Breach(LHTR/FLUX),1,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.78,560,0.27,15.86,5.07,8.14,82.5,7.93,74.26,3,3,1,
125,4/20/2018,2:39,Little Holland Tract,Breach(LHTR/FLUX),2.7,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.461,550.7,0.28,24.31,8.86,8.04,76.7,7.98,77.82,1,1,1,
124,4/20/2018,2:18,Wildlands,Breach(LHTR/FLUX),2.2,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.887,553.2,0.23,15.73,4.75,8.18,82.6,7.9,74.68,1,1,1,
123,4/20/2018,1:56,Little Holland Tract,Breach(LHTR/FLUX),2.3,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,16.331,564,0.27,13.54,5.59,7.41,75.6,7.97,78.08,1,1,1,
122,4/20/2018,1:35,Wildlands,Breach(LHTR/FLUX),2.1,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.919,555.2,0.27,14.4,5.505,8.02,81.2,7.9,75.17,1,1,1,
121,4/20/2018,0:48,Little Holland Tract,Breach(LHTR/FLUX),2,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,15.628,561.5,0.27,11.71,4.55,7.69,76.3,7.96,75.21,1,1,1,
120,4/20/2018,0:16,Wildlands,Breach(LHTR/FLUX),2.4,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,15.911,546,0.27,12.82,4.93,7.7,78,7.89,75.45,1,1,1,
119.3,4/19/2018,23:10,Little Holland Tract,Breach(LHTR/FLUX),3.3,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,16.006,551.2,0.27,12.87,5.73,8.55,87.4,7.99,74.7,3,3,1,
119.2,4/19/2018,23:10,Little Holland Tract,Breach(LHTR/FLUX),3.3,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,16.006,551.2,0.27,12.87,5.73,8.55,87.4,7.99,74.7,3,3,1,
119.1,4/19/2018,23:10,Little Holland Tract,Breach(LHTR/FLUX),3.3,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,16.006,551.2,0.27,12.87,5.73,8.55,87.4,7.99,74.7,3,3,1,
118.3,4/19/2018,22:19,Wildlands,Breach(LHTR/FLUX),2.5,High slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,16.05,536.8,0.26,13.22,4.98,7.41,75.3,7.85,74.61,3,3,1,
118.2,4/19/2018,22:19,Wildlands,Breach(LHTR/FLUX),2.5,High slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,16.05,536.8,0.26,13.22,4.98,7.41,75.3,7.85,74.61,3,3,1,
118.1,4/19/2018,22:19,Wildlands,Breach(LHTR/FLUX),2.5,High slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,16.05,536.8,0.26,13.22,4.98,7.41,75.3,7.85,74.61,3,3,1,
117,4/19/2018,21:50,Little Holland Tract,Breach(LHTR/FLUX),2.8,High slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,16.22,543,0.26,12.53,6.1,8.33,85,7.95,75.67,1,1,1,
116,4/19/2018,21:19,Wildlands,Breach(LHTR/FLUX),2.6,High slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,16.13,535,0.26,13.55,4.64,7.47,75.9,7.87,74.25,1,1,1,
115,4/19/2018,20:46,Little Holland Tract,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,0-1 -- glassy,N/A,Clear,Dry,16.47,553.8,0.27,13.17,6.06,8.94,91.5,7.98,75.27,1,1,1,
114,4/19/2018,20:18,Wildlands,Breach(LHTR/FLUX),2.4,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,16.2,538,0.26,13.91,5.04,7.56,76.9,7.88,73.71,1,1,1,
113,4/19/2018,19:49,Little Holland Tract,Breach(LHTR/FLUX),2.9,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,16.09,558.9,0.27,14.61,6.52,9.19,94.3,7.97,75.2,1,1,1,
112,4/19/2018,19:13,Wildlands,Breach(LHTR/FLUX),2.3,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,North,Clear,Dry,16.41,545.7,0.27,15.84,4.82,7.88,80.6,7.87,72.67,1,1,1,
111,4/19/2018,18:43,Little Holland Tract,Breach(LHTR/FLUX),1.7,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,North,Clear,Dry,16.85,563.5,0.27,16.69,6.72,9.64,99.7,8.09,74.51,1,1,1,
110,4/19/2018,18:12,Wildlands,Breach(LHTR/FLUX),2.1,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,16.7,554.3,0.27,16.84,5.18,8.52,87.7,7.95,72.42,1,1,1,
109,4/19/2018,17:45,Little Holland Tract,Breach(LHTR/FLUX),2.1,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,18.13,580,0.28,14.93,9.15,10.6,112.7,8.19,76.2,1,1,1,
108,4/19/2018,17:00,Wildlands,Breach(LHTR/FLUX),,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,North,Clear,Dry,17.28,566.2,0.28,18.06,6.99,9.86,102.7,8.07,72.48,1,1,1,
107.3,4/19/2018,16:14,Little Holland Tract,Breach(LHTR/FLUX),1.1,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,18.55,577,0.28,19.94,10.12,10.59,105.9,8.34,72.98,3,3,1,
107.2,4/19/2018,16:14,Little Holland Tract,Breach(LHTR/FLUX),1.1,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,18.55,577,0.28,19.94,10.12,10.59,105.9,8.34,72.98,3,3,1,
107.1,4/19/2018,16:14,Little Holland Tract,Breach(LHTR/FLUX),1.1,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,18.55,577,0.28,19.94,10.12,10.59,105.9,8.34,72.98,3,3,1,
106.3,4/19/2018,15:08,Wildlands,Breach(LHTR/FLUX),1.7,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,North,Clear,Dry,16.6,595,0.29,17.17,4.11,8.92,91.7,7.82,70.52,3,3,1,
106.2,4/19/2018,15:08,Wildlands,Breach(LHTR/FLUX),1.7,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,North,Clear,Dry,16.6,595,0.29,17.17,4.11,8.92,91.7,7.82,70.52,3,3,1,
106.1,4/19/2018,15:08,Wildlands,Breach(LHTR/FLUX),1.7,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,North,Clear,Dry,16.6,595,0.29,17.17,4.11,8.92,91.7,7.82,70.52,3,3,1,
105,8/8/2017,21:00,Wildlands,Breach(LHTR/FLUX),,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,22.99,222.2,0.1,18.88,2.09,6.74,78.7,7.58,31.11,1,1,1,
104,8/8/2017,20:30,Little Holland Tract,Breach(LHTR/FLUX),2.5,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,23.5,205.3,0.1,20.58,2.14,7.32,86.2,7.74,26.65,1,1,1,
103,8/8/2017,20:00,Wildlands,Breach(LHTR/FLUX),2.8,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,23.07,223.8,0.11,18.83,2.04,6.69,78.2,7.56,30.02,1,1,1,
102,8/8/2017,19:22,Little Holland Tract,Breach(LHTR/FLUX),2.2,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,23.65,210.5,0.1,22.09,2.08,7.21,85.1,7.8,26.81,1,1,1,
101,8/8/2017,19:06,Wildlands,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,23.24,222.8,0.1,19.32,2.09,6.74,78.9,7.53,30.28,1,1,1,
100,8/8/2017,18:30,Little Holland Tract,Breach(LHTR/FLUX),2.2,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,23.75,211.4,0.1,23.07,2.17,7.76,85.6,7.91,26.5,1,1,1,
99,8/8/2017,18:00,Wildlands,Breach(LHTR/FLUX),2.5,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,23.22,220.6,0.1,21.43,1.98,6.78,79.6,7.76,29.48,1,1,1,
98,8/8/2017,17:24,Little Holland Tract,Breach(LHTR/FLUX),1.6,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,23.73,211,0.1,27.28,1.91,7.48,88.4,7.83,25.6,1,1,1,
97,8/8/2017,17:05,Wildlands,Breach(LHTR/FLUX),2.4,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,23.78,219.1,0.1,25.61,2.14,6.89,80.8,7.83,27.35,1,1,1,
96,8/8/2017,16:33,Little Holland Tract,Breach(LHTR/FLUX),1.5,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,23.79,211,0.1,30.1,2.18,7.51,89.1,7.87,24.36,1,1,1,
95,8/8/2017,16:11,Wildlands,Breach(LHTR/FLUX),2.2,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,23.04,217.2,0.1,29.39,1.99,6.98,81.8,7.55,26.53,1,1,1,
94,8/8/2017,15:41,Little Holland Tract,Breach(LHTR/FLUX),1.3,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,24.075,208.2,0.1,36.65,1.86,7.93,94.3,7.98,23.04,1,1,1,
93,8/8/2017,15:20,Wildlands,Breach(LHTR/FLUX),2.1,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,23.48,216.2,0.1,31.09,1.87,7.7,84.7,7.8,24.8,1,1,1,
92,8/8/2017,14:25,Little Holland Tract,Breach(LHTR/FLUX),2.2,Low slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,24.13,207,0.1,32.73,4.14,7.67,92,8.18,23.07,1,1,1,
91,8/8/2017,13:58,Wildlands,Breach(LHTR/FLUX),1.9,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,22.82,272.2,0.13,23.18,2.19,6.72,77.7,7.55,38.76,1,1,1,
90,8/8/2017,13:22,Little Holland Tract,Breach(LHTR/FLUX),2.2,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,25.07,198.4,0.09,33.14,1.96,10.31,123.2,8.5,22.56,1,1,1,
89,8/8/2017,13:04,Wildlands,Breach(LHTR/FLUX),1.9,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,22.34,264.7,0.13,23.45,2.45,6.76,78.3,7.54,37.32,1,1,1,
88,8/8/2017,12:48,Little Holland Tract,Breach(LHTR/FLUX),1.7,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,Southwest,Clear,Dry,24.27,211.9,0.1,36.55,2.1,9.58,114.9,8.63,23.37,1,1,1,
87,8/8/2017,12:13,Wildlands,Breach(LHTR/FLUX),2.1,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,22.17,253.1,0.12,29.24,2.29,6.78,77.8,7.55,35.79,1,1,1,
86,8/8/2017,11:40,Little Holland Tract,Breach(LHTR/FLUX),1.8,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,22.97,191.7,0.09,29.65,1.87,8.56,98.5,8.46,21.46,1,1,1,
85,8/8/2017,11:05,Wildlands,Breach(LHTR/FLUX),2.3,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,21.8,239,0.11,19.05,1.86,6.54,74.8,7.54,33.74,1,1,1,
84,8/8/2017,10:40,Little Holland Tract,Breach(LHTR/FLUX),2.1,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,22.16,194.5,0.09,22.46,1.62,7.95,90.8,7.99,22.49,1,1,1,
83,8/8/2017,10:07,Wildlands,Breach(LHTR/FLUX),2.5,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,21.57,232.6,0.11,19.39,2.12,6.59,75,7.6,32.66,1,1,1,
82,8/8/2017,9:42,Little Holland Tract,Breach(LHTR/FLUX),2.1,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,21.97,201.1,0.09,26,1.89,7.25,83.1,8.02,24.67,1,1,1,
81,8/8/2017,9:02,Wildlands,Breach(LHTR/FLUX),2.6,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,21.59,222.8,0.11,21.35,2.12,6.47,73.5,7.6,32.81,1,1,1,
80,8/8/2017,8:40,Little Holland Tract,Breach(LHTR/FLUX),2.3,Ebb,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,21.88,206.2,0.1,18.6,1.92,7.1,81.6,7.88,27.66,1,1,1,
79,8/8/2017,8:00,Wildlands,Breach(LHTR/FLUX),2.7,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,21.94,213,0.1,18.88,1.99,6.74,77,7.77,31.03,1,1,1,
78,8/8/2017,7:35,Wildlands,Breach(LHTR/FLUX),2.5,Ebb,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,22.09,206.4,0.1,19.96,2.1,6.97,79.8,7.75,28.18,1,1,1,
77,8/8/2017,6:54,Wildlands,Breach(LHTR/FLUX),3,High slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,Southwest,Clear,Dry,22.17,206.8,0.1,16,1.49,6.98,80.2,7.95,30.57,1,1,1,
76,8/8/2017,6:30,Little Holland Tract,Breach(LHTR/FLUX),2.6,High slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,22.34,207.8,0.1,21.51,1.73,7.07,81.4,7.8,28.73,1,1,1,
75,8/8/2017,6:05,Wildlands,Breach(LHTR/FLUX),2.7,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,22.31,205.8,0.1,16.1,2.3,7.01,80.7,7.8,29.57,1,1,1,
74,8/8/2017,5:40,Little Holland Tract,Breach(LHTR/FLUX),2.3,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,22.33,205.7,0.1,16.46,1.43,7.11,81.9,7.94,29.49,1,1,1,
73,8/8/2017,5:15,Wildlands,Breach(LHTR/FLUX),2.2,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,22.6,207.7,0.1,18.69,1.98,7.21,83.7,7.77,29.21,1,1,1,
72,8/8/2017,4:50,Little Holland Tract,Breach(LHTR/FLUX),1.8,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,22.62,206.9,0.1,17.29,1.85,7.22,83.6,7.92,28.72,1,1,1,
71,8/8/2017,4:10,Wildlands,Breach(LHTR/FLUX),2.5,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,0-1 -- glassy,N/A,Clear,Dry,22.53,214.5,0.1,18.76,2.1,7.16,83.1,7.97,30.44,1,1,1,
70,8/8/2017,3:36,Little Holland Tract,Breach(LHTR/FLUX),1.8,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,5-10 -- small waves,West,Clear,Dry,22.92,208.9,0.1,19.95,2.22,7.46,87.1,7.92,28.56,1,1,1,
69,8/8/2017,2:56,Wildlands,Breach(LHTR/FLUX),2.6,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,22.62,213.5,0.1,20.51,1.98,7.21,83.7,7.95,29.5,1,1,1,
68,8/8/2017,2:32,Little Holland Tract,Breach(LHTR/FLUX),2.6,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,23.09,208,0.1,23.7,1.86,7.42,86.7,8.03,27.3,1,1,1,
67,8/8/2017,2:04,Wildlands,Breach(LHTR/FLUX),2.4,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,22.83,212.2,0.1,23.38,2.39,7.37,85.9,7.98,28.91,1,1,1,
66,8/8/2017,1:42,Little Holland Tract,Breach(LHTR/FLUX),3.1,Flood,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,23.1,206.4,0.1,25.8,1.84,7.49,87.9,7.98,27.11,1,1,1,
65,8/8/2017,1:10,Wildlands,Breach(LHTR/FLUX),2.2,Flood,Plankton/LF net,WLDbreach,38.335779,-121.671351,1-5 -- light ripples,West,Clear,Dry,23.34,238.3,0.11,25.21,2.16,6.97,80.5,7.98,32.74,1,1,1,
64,8/8/2017,0:48,Little Holland Tract,Breach(LHTR/FLUX),3.4,Low slack,Plankton/LF net,LHTnorth,38.335463,-121.658062,1-5 -- light ripples,West,Clear,Dry,22.87,208.7,0.1,23.89,2.07,7.78,91,8.16,27.91,1,1,1,
63,8/8/2017,0:17,Wildlands,Breach(LHTR/FLUX),2.1,Low slack,Plankton/LF net,WLDbreach,38.335779,-121.671351,5-10 -- small waves,West,Clear,Dry,22.49,240.2,0.11,28.07,2.19,6.8,78.5,7.9,31.91,1,1,1,
